#{"t_start": 1758583306.6456592, "env_id": "None"}
r,l,t
2.16,34,138.513663
2.16,34,138.571836
2.16,34,138.629957
2.16,34,138.68805
2.16,34,138.746428
2.16,34,138.804227
2.16,34,138.862114
2.16,34,138.919795
2.16,34,138.977458
2.16,34,139.039967
2.16,34,139.102907
2.16,34,139.170937
2.16,34,139.229864
2.16,34,139.288406
2.16,34,139.346643
2.16,34,139.404949
2.16,34,139.466216
2.16,34,139.527844
2.16,34,139.587521
2.16,34,139.644458
2.16,34,139.702607
2.16,34,139.76283
2.16,34,139.831004
2.16,34,139.898908
2.16,34,139.964277
2.16,34,140.026571
2.16,34,140.088581
2.16,34,140.149577
2.16,34,140.944727
2.16,34,141.004191
2.16,34,141.062376
2.16,34,141.120165
2.16,34,141.17832
2.16,34,141.23585
2.16,34,141.294363
2.16,34,141.352308
2.16,34,141.410236
2.16,34,141.468351
2.16,34,141.529694
2.16,34,141.594215
2.16,34,141.653477
2.16,34,141.711194
2.16,34,141.768263
2.16,34,141.826425
2.16,34,141.883806
2.16,34,141.942105
2.16,34,141.999958
2.16,34,142.059916
2.16,34,142.118616
2.16,34,142.181332
2.16,34,142.238327
2.16,34,142.470927
2.16,34,142.532199
2.16,34,142.596387
2.14,36,142.659244
2.16,34,142.716727
2.16,34,142.77338
2.16,34,142.830982
2.16,34,143.398122
2.16,34,143.456172
2.16,34,143.514242
2.16,34,143.575609
2.16,34,143.635641
2.16,34,143.697811
2.16,34,143.760557
2.16,34,143.820489
2.16,34,143.881377
2.16,34,143.939512
2.16,34,143.999349
2.16,34,144.05762
2.16,34,144.115673
2.16,34,144.176169
2.16,34,144.234277
2.16,34,144.29299
2.16,34,144.352169
2.16,34,144.411682
2.16,34,144.469041
2.16,34,144.528592
2.16,34,144.591877
2.16,34,144.654329
2.16,34,144.719323
2.16,34,144.781821
2.16,34,144.843351
2.16,34,144.903162
2.16,34,144.962297
2.16,34,145.022157
2.16,34,145.081545
2.16,34,145.140992
2.16,34,145.777046
2.16,34,145.837318
2.16,34,145.895506
2.16,34,145.954801
2.16,34,146.019479
2.16,34,146.277151
2.16,34,146.339615
2.15,35,146.404519
2.16,34,146.468951
2.16,34,146.527777
2.16,34,146.588162
2.16,34,146.647234
2.16,34,146.711699
2.16,34,146.772742
2.16,34,146.833457
2.16,34,146.893291
2.16,34,146.954785
2.16,34,147.017231
2.16,34,147.170646
2.16,34,147.233619
2.16,34,147.293597
2.16,34,147.354816
2.16,34,147.414537
2.16,34,147.474697
2.16,34,147.534569
2.16,34,147.595233
2.16,34,147.652788
2.16,34,147.715522
2.16,34,147.778948
2.16,34,147.841269
2.16,34,148.385925
2.16,34,148.445449
2.16,34,148.503254
2.16,34,148.561527
2.16,34,148.61881
2.16,34,148.675854
2.16,34,148.734375
2.16,34,148.795773
2.16,34,148.866365
2.16,34,148.925821
2.16,34,148.983432
2.16,34,149.041882
2.16,34,149.101051
2.15,35,149.160883
2.16,34,149.220451
2.16,34,149.284091
2.16,34,149.343752
2.16,34,149.402376
2.16,34,149.461251
2.16,34,149.522599
2.16,34,149.583234
2.16,34,149.644471
2.16,34,149.704528
2.16,34,149.763575
2.16,34,149.826663
2.16,34,149.884845
2.16,34,149.948425
2.16,34,150.008507
2.16,34,150.071628
2.16,34,150.131839
2.16,34,150.89114
2.16,34,150.953332
2.16,34,151.014533
2.16,34,151.076569
2.16,34,151.136255
2.16,34,151.197062
2.16,34,151.257957
2.16,34,151.317408
2.16,34,151.378079
2.16,34,151.437863
2.16,34,151.498691
2.16,34,151.559477
2.16,34,151.621926
2.16,34,151.681562
2.16,34,151.741709
2.16,34,151.805126
2.16,34,151.867071
2.16,34,151.937076
2.16,34,152.003571
2.16,34,152.062894
2.16,34,152.124241
2.16,34,152.184161
2.16,34,152.247585
2.16,34,152.308671
2.16,34,152.3685
2.16,34,152.427574
2.16,34,152.490699
2.16,34,152.552545
2.16,34,152.613308
2.16,34,152.673278
2.16,34,153.376723
2.16,34,153.436615
2.16,34,153.494093
2.16,34,153.555195
2.16,34,153.61394
2.16,34,153.67164
2.16,34,153.729814
2.16,34,153.787789
2.16,34,153.851825
2.16,34,153.925359
2.16,34,153.989555
2.16,34,154.05372
2.16,34,154.118471
2.16,34,154.178179
2.16,34,154.237993
2.16,34,154.30017
2.16,34,154.36421
2.16,34,154.422375
2.16,34,154.482344
2.16,34,154.540214
2.16,34,154.598826
2.16,34,154.659342
2.16,34,154.718619
2.16,34,154.776753
2.16,34,154.837733
2.16,34,154.897453
2.16,34,154.956202
2.16,34,155.015049
2.16,34,155.077267
2.16,34,155.137129
