#{"t_start": 1758580292.432392, "env_id": "None"}
r,l,t
-0.11,12,270.279609
-0.09,10,270.298692
-0.09,10,270.318452
-0.55,6,270.330249
-0.05,6,270.341856
-0.12,13,270.369351
-0.09,10,270.389198
-0.12,13,270.413935
-0.09,10,270.432718
-0.16,17,270.466073
-0.13,14,270.49334
-0.55,6,270.504693
-0.08,9,270.522696
-0.1,11,270.543355
-0.06,7,270.559314
-0.07,8,270.57496
-0.08,9,270.591888
-0.1,11,270.613041
-0.05,6,270.624768
-0.11,12,270.648055
-0.1,11,270.676181
-0.05,6,270.688121
-0.09,10,270.708142
-0.05,6,270.719558
-0.12,13,270.744206
-0.1,11,270.765522
-0.5,1,270.767486
-0.09,10,270.786766
-0.14,15,270.815198
-0.13,14,270.842276
-0.07,8,270.858073
-0.5,1,270.860087
-0.12,13,270.885223
-0.5,1,270.887271
-0.09,10,270.90678
-0.2,21,270.946549
-0.55,6,270.957937
-0.12,13,270.982437
-0.08,9,271.484835
-0.12,13,271.513752
-0.54,5,271.524762
-0.13,14,271.555982
-0.04,5,271.567559
-0.18,19,271.611509
-0.14,15,271.644574
-0.1,11,271.668338
-0.12,13,271.694901
-0.13,14,271.727834
-0.04,5,271.740461
-0.18,19,271.778337
-0.07,8,271.794506
-0.14,15,271.823799
-0.11,12,271.847659
-0.08,9,271.864791
-0.1,11,271.888001
-0.13,14,271.917435
-0.08,9,271.935844
-0.18,19,271.973924
-0.06,7,271.987884
-0.06,7,272.002266
-0.14,15,272.033019
-0.12,13,272.060141
-0.12,13,272.087889
-0.1,11,272.111215
-0.17,18,272.147426
-0.09,10,272.167642
-0.12,13,272.194124
-0.12,13,272.220087
-0.1,11,272.242847
-0.08,9,272.260823
-0.06,7,272.275558
-0.13,14,272.302398
-0.12,13,272.32788
-0.14,15,272.357908
-0.13,14,272.387311
-0.11,12,272.411566
-0.16,17,272.449881
-0.12,13,272.47752
-0.09,10,272.497222
-0.09,10,272.517548
-0.08,9,272.537999
-0.07,8,272.555436
-0.13,14,272.585508
-0.08,9,272.604644
-0.03,4,272.612736
-0.14,15,272.646106
-0.11,12,272.67142
-0.09,10,272.69229
-0.06,7,272.706803
-0.09,10,272.727381
-0.09,10,272.748108
-0.06,7,272.763798
-0.07,8,272.782998
-0.14,15,272.819344
-0.17,18,272.854228
-0.11,12,272.87788
-0.07,8,272.893882
-0.11,12,272.917256
-0.11,12,272.941375
-0.03,4,272.94927
-0.12,13,272.975666
-0.03,4,272.9835
-0.08,9,273.001307
-0.1,11,273.02382
-0.5,1,273.025705
-0.07,8,273.041655
-0.11,12,273.066746
-0.09,10,273.088665
-0.1,11,273.113888
-0.07,8,273.131737
-0.21,22,273.17907
-0.08,9,273.198791
-0.11,12,273.227132
-0.09,10,273.249501
-0.07,8,273.267875
-0.05,6,273.281176
-0.08,9,273.300186
-0.07,8,273.31678
-0.1,11,273.338469
-0.08,9,273.356037
-0.15,16,273.389481
-0.09,10,273.409792
-0.15,16,273.443408
-0.05,6,273.455255
-0.2,21,273.49942
-0.05,6,273.512184
-0.12,13,273.538263
-0.13,14,273.568944
-0.11,12,273.598085
-0.12,13,273.626545
-0.12,13,274.19767
-0.16,17,274.232435
-0.05,6,274.24471
-0.1,11,274.267411
-0.55,6,274.279018
-0.07,8,274.294152
-0.14,15,274.323057
-0.08,9,274.340626
-0.11,12,274.364067
-0.07,8,274.379743
-0.06,7,274.393699
-0.14,15,274.422525
-0.52,3,274.428633
-0.51,2,274.432536
-0.12,13,274.458263
-0.15,16,274.489869
-0.56,7,274.504314
-0.12,13,274.529696
-0.13,14,274.557366
-0.08,9,274.574514
-0.13,14,274.602566
-0.04,5,274.613078
-0.12,13,274.64025
-0.13,14,274.670008
-0.53,4,274.678289
-0.13,14,274.708041
-0.1,11,274.732449
-0.08,9,274.750515
-0.15,16,274.78492
-0.12,13,274.811817
-0.07,8,274.828906
-0.14,15,274.859433
-0.12,13,274.890889
-0.53,4,274.899396
-0.07,8,274.916889
-0.05,6,274.929405
-0.08,9,274.947059
-0.09,10,274.967486
-0.08,9,274.984915
-0.13,14,275.012303
-0.12,13,275.037133
-0.03,4,275.044993
-0.12,13,275.069317
-0.05,6,275.081165
-0.09,10,275.100796
-0.13,14,275.127656
-0.13,14,275.156225
-0.11,12,275.181131
-0.16,17,275.21698
-0.15,16,275.249821
-0.53,4,275.257814
-0.11,12,275.283279
-0.1,11,275.307067
-0.06,7,275.321791
-0.02,3,275.327647
-0.06,7,275.343115
-0.11,12,275.368368
-0.11,12,275.391781
-0.13,14,275.41908
-0.04,5,275.428604
-0.13,14,275.455057
-0.05,6,275.467396
-0.06,7,275.480972
-0.1,11,275.501924
-0.08,9,275.521198
-0.04,5,275.531002
-0.16,17,275.566862
-0.08,9,275.584742
-0.08,9,275.602382
-0.09,10,275.62254
-0.14,15,275.652459
-0.07,8,275.668527
-0.08,9,275.686005
-0.12,13,275.712679
-0.1,11,275.73547
-0.5,1,275.737537
-0.09,10,275.759353
-0.13,14,275.788495
-0.08,9,275.808051
-0.08,9,275.825453
-0.14,15,275.856949
-0.11,12,275.881868
-0.07,8,275.898534
-0.16,17,275.936196
-0.11,12,275.963097
-0.53,4,275.971118
-0.13,14,275.997835
-0.05,6,276.009842
-0.12,13,276.035111
-0.12,13,276.061166
-0.18,19,276.097376
-0.06,7,276.111297
-0.13,14,276.138718
-0.07,8,276.154362
-0.13,14,276.183186
-0.55,6,276.195111
-0.13,14,276.222167
-0.1,11,276.245884
-0.09,10,276.755333
-0.12,13,276.783556
-0.54,5,276.79433
-0.1,11,276.817393
-0.08,9,276.835877
-0.04,5,276.846246
-0.07,8,276.862593
-0.09,10,276.884112
-0.15,16,276.917747
-0.1,11,276.939688
-0.09,10,276.959033
-0.07,8,276.977027
-0.18,19,277.020086
-0.08,9,277.037622
-0.07,8,277.053299
-0.14,15,277.082578
-0.05,6,277.095133
-0.08,9,277.11297
-0.07,8,277.128372
-0.11,12,277.151904
-0.04,5,277.162591
-0.53,4,277.170064
-0.51,2,277.174011
-0.11,12,277.197798
-0.1,11,277.220529
-0.12,13,277.247762
-0.09,10,277.268868
-0.12,13,277.297057
-0.12,13,277.324439
-0.19,20,277.366002
-0.08,9,277.385551
-0.14,15,277.418557
-0.07,8,277.43535
-0.07,8,277.452133
-0.16,17,277.487801
-0.14,15,277.518476
-0.09,10,277.539845
-0.16,17,277.575431
-0.08,9,277.594844
-0.55,6,277.606922
-0.12,13,277.632224
-0.12,13,277.657417
-0.08,9,277.676216
-0.07,8,277.69216
-0.1,11,277.714279
-0.06,7,277.727879
-0.54,5,277.738412
-0.08,9,277.756865
-0.06,7,277.771155
-0.19,20,277.811043
-0.08,9,277.829809
-0.09,10,277.849656
-0.08,9,277.867885
-0.12,13,277.892782
-0.06,7,277.906141
-0.07,8,277.921609
-0.52,3,277.927696
-0.07,8,277.942951
-0.07,8,277.958697
-0.52,3,277.964893
-0.07,8,277.980738
-0.12,13,278.006916
-0.09,10,278.029324
-0.18,19,278.068382
-0.06,7,278.081787
-0.08,9,278.099065
-0.08,9,278.11687
-0.05,6,278.128786
-0.06,7,278.142148
-0.12,13,278.167475
-0.12,13,278.19303
-0.06,7,278.206385
-0.1,11,278.227285
-0.09,10,278.24759
-0.04,5,278.257905
-0.06,7,278.271622
-0.19,20,278.310822
-0.14,15,278.340046
-0.11,12,278.363778
-0.09,10,278.383633
-0.06,7,278.397135
-0.08,9,278.420756
-0.53,4,278.433779
-0.07,8,278.457056
-0.15,16,278.493611
-0.15,16,278.529829
-0.03,4,278.537701
-0.07,8,278.553892
-0.15,16,278.585244
-0.53,4,278.593676
-0.12,13,278.618782
-0.18,19,278.664896
-0.06,7,278.678899
-0.1,11,278.705019
-0.12,13,278.734168
-0.56,7,278.747915
-0.07,8,278.763557
-0.08,9,278.78151
-0.16,17,278.814647
-0.5,1,278.816795
-0.06,7,278.83076
-0.15,16,278.862445
-0.11,12,279.477932
-0.03,4,279.48625
-0.11,12,279.511469
-0.02,3,279.517231
-0.1,11,279.539129
-0.1,11,279.562366
-0.12,13,279.588004
-0.13,14,279.61495
-0.14,15,279.644662
-0.13,14,279.672118
-0.1,11,279.694107
-0.14,15,279.723642
-0.05,6,279.735222
-0.1,11,279.757853
-0.15,16,279.789519
-0.14,15,279.818657
-0.16,17,279.852075
-0.55,6,279.864345
-0.09,10,279.884296
-0.07,8,279.900074
-0.1,11,279.921474
-0.14,15,279.950903
-0.12,13,279.976991
-0.09,10,279.996202
-0.12,13,280.021175
-0.18,19,280.057717
-0.16,17,280.091499
-0.11,12,280.118049
-0.11,12,280.145125
-0.09,10,280.165033
-0.14,15,280.19434
-0.09,10,280.21436
-0.13,14,280.243774
-0.15,16,280.275477
-0.13,14,280.306705
-0.02,3,280.312764
-0.07,8,280.328789
-0.1,11,280.349475
-0.12,13,280.375387
-0.51,2,280.379086
-0.16,17,280.412517
-0.1,11,280.433758
-0.17,18,280.468554
-0.54,5,280.478667
-0.56,7,280.491998
-0.08,9,280.510592
-0.11,12,280.533562
-0.06,7,280.547088
-0.18,19,280.583621
-0.11,12,280.607337
-0.1,11,280.628655
-0.12,13,280.654158
-0.16,17,280.686926
-0.14,15,280.716338
-0.06,7,280.730193
-0.07,8,280.745749
-0.18,19,280.782835
-0.11,12,280.806881
-0.12,13,280.832513
-0.12,13,280.858014
-0.08,9,280.875196
-0.19,20,280.913508
-0.08,9,280.931046
-0.07,8,280.947581
-0.13,14,280.975112
-0.11,12,280.998194
-0.08,9,281.015607
-0.07,8,281.031018
-0.12,13,281.05678
-0.08,9,281.074606
-0.13,14,281.101612
-0.18,19,281.139049
-0.09,10,281.163361
-0.05,6,281.176424
-0.1,11,281.198064
-0.14,15,281.227749
-0.12,13,281.253368
-0.5,1,281.255447
-0.51,2,281.259554
-0.14,15,281.288848
-0.1,11,281.310019
-0.56,7,281.324081
-0.07,8,281.339522
-0.13,14,281.367339
-0.09,10,281.386536
-0.11,12,281.410134
-0.1,11,281.431116
-0.11,12,281.455035
-0.1,11,281.477098
-0.04,5,281.486055
-0.06,7,281.958941
-0.19,20,281.997766
-0.11,12,282.020797
-0.07,8,282.036117
-0.51,2,282.040471
-0.08,9,282.057904
-0.09,10,282.077569
-0.12,13,282.102931
-0.16,17,282.136074
-0.12,13,282.16175
-0.12,13,282.18743
-0.15,16,282.224665
-0.06,7,282.23895
-0.19,20,282.277806
-0.5,1,282.279776
-0.13,14,282.306869
-0.08,9,282.324646
-0.08,9,282.341536
-0.06,7,282.355439
-0.11,12,282.379088
-0.51,2,282.382713
-0.09,10,282.402307
-0.07,8,282.418567
-0.08,9,282.435873
-0.04,5,282.446082
-0.07,8,282.463339
-0.14,15,282.492935
-0.11,12,282.516573
-0.04,5,282.526799
-0.11,12,282.550921
-0.13,14,282.579381
-0.04,5,282.589632
-0.08,9,282.607613
-0.1,11,282.630618
-0.12,13,282.656752
-0.11,12,282.68094
-0.08,9,282.698946
-0.06,7,282.713628
-0.08,9,282.731062
-0.08,9,282.749106
-0.07,8,282.764735
-0.21,22,282.81015
-0.54,5,282.819707
-0.5,1,282.821903
-0.05,6,282.834279
-0.15,16,282.865801
-0.07,8,282.881968
-0.09,10,282.90108
-0.12,13,282.927728
-0.12,13,282.952568
-0.02,3,282.958805
-0.07,8,282.974133
-0.06,7,282.987326
-0.55,6,282.998937
-0.05,6,283.010128
-0.09,10,283.029712
-0.13,14,283.057149
-0.19,20,283.095486
-0.53,4,283.103288
-0.22,23,283.147765
-0.14,15,283.177292
-0.11,12,283.200024
-0.11,12,283.223665
-0.1,11,283.24665
-0.13,14,283.278616
-0.13,14,283.306288
-0.12,13,283.331126
-0.09,10,283.350305
-0.5,1,283.352389
-0.07,8,283.368015
-0.15,16,283.399955
-0.09,10,283.419509
-0.14,15,283.448426
-0.11,12,283.472979
-0.03,4,283.480646
-0.11,12,283.504691
-0.1,11,283.525885
-0.09,10,283.545433
-0.07,8,283.562251
-0.08,9,283.579548
-0.2,21,283.619984
-0.11,12,283.643471
-0.1,11,283.664792
-0.11,12,283.688396
-0.08,9,283.705921
-0.09,10,283.725431
-0.19,20,283.763485
-0.09,10,283.783664
-0.08,9,283.801184
-0.12,13,283.827282
-0.09,10,283.846659
-0.06,7,283.860147
-0.06,7,283.873243
-0.06,7,283.887179
-0.09,10,283.906413
-0.14,15,283.935448
-0.53,4,283.943377
-0.06,7,283.957447
-0.05,6,283.968712
-0.07,8,284.466154
-0.07,8,284.482682
-0.51,2,284.486426
-0.05,6,284.498553
-0.12,13,284.524797
-0.06,7,284.538187
-0.12,13,284.564218
-0.12,13,284.589322
-0.13,14,284.616393
-0.08,9,284.634464
-0.06,7,284.648318
-0.24,25,284.696938
-0.08,9,284.71468
-0.11,12,284.737787
-0.1,11,284.76004
-0.11,12,284.783817
-0.11,12,284.807916
-0.06,7,284.821762
-0.55,6,284.833309
-0.08,9,284.850809
-0.15,16,284.881786
-0.13,14,284.909626
-0.13,14,284.93644
-0.09,10,284.95658
-0.05,6,284.967906
-0.09,10,284.987452
-0.08,9,285.004625
-0.17,18,285.04021
-0.06,7,285.053211
-0.06,7,285.067249
-0.09,10,285.086362
-0.05,6,285.098097
-0.08,9,285.11574
-0.16,17,285.149205
-0.14,15,285.178137
-0.12,13,285.20385
-0.16,17,285.237182
-0.05,6,285.249288
-0.13,14,285.277158
-0.12,13,285.33376
-0.08,9,285.357165
-0.11,12,285.383775
-0.1,11,285.407302
-0.15,16,285.438517
-0.12,13,285.464752
-0.15,16,285.496836
-0.1,11,285.518021
-0.1,11,285.540015
-0.1,11,285.560833
-0.07,8,285.576998
-0.03,4,285.585032
-0.11,12,285.60815
-0.06,7,285.622361
-0.15,16,285.653209
-0.15,16,285.684599
-0.06,7,285.697842
-0.11,12,285.721652
-0.13,14,285.748206
-0.07,8,285.763871
-0.07,8,285.779434
-0.19,20,285.819178
-0.09,10,285.838776
-0.1,11,285.860451
-0.1,11,285.881762
-0.11,12,285.90545
-0.05,6,285.916686
-0.05,6,285.92878
-0.04,5,285.937878
-0.14,15,285.966868
-0.13,14,285.994272
-0.1,11,286.015803
-0.11,12,286.039168
-0.52,3,286.044853
-0.1,11,286.066306
-0.09,10,286.085902
-0.05,6,286.09736
-0.15,16,286.12905
-0.11,12,286.152392
-0.15,16,286.183656
-0.09,10,286.202812
-0.12,13,286.22771
-0.11,12,286.250381
-0.07,8,286.265609
-0.06,7,286.279683
-0.11,12,286.302401
-0.13,14,286.329977
-0.12,13,286.355924
-0.1,11,286.378713
-0.11,12,286.407949
-0.1,11,286.430385
-0.09,10,286.450063
-0.53,4,286.45829
-0.1,11,286.481393
-0.11,12,286.505669
-0.1,11,287.031175
-0.13,14,287.059814
-0.06,7,287.07473
-0.1,11,287.096534
-0.08,9,287.114288
-0.16,17,287.149065
-0.06,7,287.163714
-0.54,5,287.174503
-0.53,4,287.182527
-0.12,13,287.21063
-0.11,12,287.237708
-0.16,17,287.274744
-0.52,3,287.281939
-0.1,11,287.305548
-0.1,11,287.328768
-0.09,10,287.350857
-0.1,11,287.373364
-0.12,13,287.40065
-0.51,2,287.404909
-0.16,17,287.44313
-0.07,8,287.46279
-0.08,9,287.480586
-0.11,12,287.503766
-0.12,13,287.529067
-0.1,11,287.551014
-0.05,6,287.563549
-0.14,15,287.593895
-0.07,8,287.609833
-0.5,1,287.611948
-0.08,9,287.629731
-0.11,12,287.653008
-0.09,10,287.673319
-0.09,10,287.692697
-0.04,5,287.7027
-0.51,2,287.707419
-0.1,11,287.730613
-0.08,9,287.749258
-0.12,13,287.779732
-0.09,10,287.808372
-0.1,11,287.83514
-0.1,11,287.858459
-0.52,3,287.865532
-0.09,10,287.902903
-0.12,13,287.934104
-0.05,6,287.948317
-0.1,11,287.973979
-0.11,12,287.999083
-0.11,12,288.023739
-0.09,10,288.046265
-0.12,13,288.073653
-0.08,9,288.092351
-0.1,11,288.116016
-0.07,8,288.132222
-0.15,16,288.164054
-0.09,10,288.184249
-0.5,1,288.186301
-0.08,9,288.297203
-0.04,5,288.319017
-0.12,13,288.349256
-0.15,16,288.381253
-0.5,1,288.383584
-0.1,11,288.40543
-0.16,17,288.438343
-0.18,19,288.477928
-0.05,6,288.491991
-0.11,12,288.518942
-0.11,12,288.542481
-0.15,16,288.573514
-0.13,14,288.59993
-0.13,14,288.631475
-0.13,14,288.658959
-0.13,14,288.6866
-0.09,10,288.706101
-0.12,13,288.730833
-0.11,12,288.755572
-0.06,7,288.768886
-0.14,15,288.799118
-0.1,11,288.821162
-0.12,13,288.847987
-0.1,11,288.869899
-0.55,6,288.882069
-0.06,7,288.897563
-0.07,8,288.91349
-0.09,10,288.936321
-0.09,10,288.956884
-0.11,12,288.980048
-0.14,15,289.009612
-0.12,13,289.034879
-0.05,6,289.047223
-0.54,5,289.057668
-0.13,14,289.084692
-0.07,8,289.101415
-0.13,14,289.128392
-0.11,12,289.152394
-0.13,14,289.180128
-0.12,13,289.207519
-0.11,12,289.233644
-0.12,13,289.262783
-0.1,11,289.894463
-0.08,9,289.914013
-0.13,14,289.94403
-0.06,7,289.959416
-0.08,9,289.978
-0.08,9,289.996807
-0.11,12,290.021941
-0.06,7,290.035614
-0.16,17,290.070762
-0.1,11,290.094186
-0.11,12,290.119383
-0.08,9,290.138566
-0.15,16,290.17087
-0.03,4,290.179142
-0.06,7,290.192879
-0.14,15,290.222522
-0.15,16,290.255851
-0.09,10,290.276797
-0.09,10,290.297536
-0.08,9,290.316418
-0.1,11,290.339238
-0.18,19,290.37898
-0.53,4,290.38722
-0.09,10,290.408619
-0.13,14,290.439487
-0.18,19,290.484499
-0.12,13,290.513476
-0.13,14,290.542547
-0.51,2,290.546388
-0.1,11,290.569839
-0.06,7,290.586756
-0.09,10,290.610354
-0.1,11,290.63223
-0.06,7,290.646245
-0.53,4,290.654432
-0.11,12,290.679847
-0.11,12,290.706546
-0.11,12,290.732896
-0.14,15,290.76724
-0.17,18,290.808722
-0.04,5,290.820356
-0.07,8,290.838393
-0.1,11,290.863776
-0.09,10,290.88751
-0.11,12,290.914783
-0.1,11,290.937388
-0.1,11,290.961498
-0.08,9,290.98036
-0.08,9,290.999693
-0.09,10,291.02046
-0.06,7,291.036282
-0.09,10,291.057776
-0.13,14,291.087754
-0.5,1,291.090174
-0.07,8,291.10694
-0.1,11,291.130913
-0.16,17,291.166255
-0.09,10,291.187186
-0.21,22,291.234843
-0.2,21,291.279719
-0.03,4,291.287629
-0.06,7,291.302446
-0.11,12,291.327539
-0.09,10,291.349044
-0.15,16,291.382435
-0.1,11,291.405339
-0.12,13,291.433129
-0.51,2,291.437091
-0.17,18,291.476541
-0.05,6,291.488874
-0.09,10,291.511155
-0.14,15,291.543262
-0.08,9,291.562665
-0.14,15,291.596297
-0.09,10,291.616211
-0.05,6,291.630651
-0.06,7,291.646977
-0.04,5,291.65906
-0.16,17,291.693301
-0.03,4,291.700724
-0.09,10,291.71998
-0.13,14,291.749267
-0.2,21,291.790524
-0.07,8,291.807428
-0.09,10,291.827374
-0.16,17,291.861305
-0.1,11,291.882731
-0.09,10,291.901859
-0.07,8,291.917801
-0.08,9,291.935209
-0.1,11,291.95771
-0.08,9,291.976222
-0.51,2,291.980272
-0.09,10,292.002664
-0.12,13,292.032293
-0.11,12,292.562408
-0.09,10,292.582792
-0.12,13,292.611109
-0.1,11,292.6347
-0.09,10,292.654685
-0.06,7,292.669397
-0.1,11,292.696589
-0.11,12,292.723877
-0.15,16,292.757572
-0.11,12,292.781461
-0.1,11,292.803513
-0.12,13,292.832922
-0.12,13,292.859715
-0.1,11,292.885925
-0.53,4,292.894206
-0.06,7,292.908644
-0.12,13,292.935702
-0.14,15,292.964714
-0.15,16,292.996676
-0.05,6,293.008495
-0.15,16,293.040324
-0.09,10,293.064139
-0.1,11,293.089071
-0.04,5,293.099917
-0.07,8,293.11681
-0.5,1,293.118795
-0.12,13,293.146624
-0.13,14,293.175731
-0.14,15,293.20598
-0.09,10,293.226854
-0.16,17,293.263615
-0.04,5,293.27407
-0.07,8,293.290271
-0.15,16,293.321355
-0.18,19,293.358573
-0.1,11,293.380294
-0.09,10,293.399797
-0.06,7,293.41329
-0.07,8,293.429303
-0.04,5,293.439694
-0.09,10,293.460167
-0.13,14,293.48718
-0.08,9,293.505127
-0.08,9,293.523378
-0.09,10,293.542283
-0.08,9,293.560664
-0.1,11,293.581934
-0.09,10,293.601565
-0.09,10,293.622057
-0.07,8,293.638664
-0.12,13,293.664034
-0.12,13,293.689395
-0.14,15,293.71933
-0.07,8,293.738475
-0.53,4,293.747348
-0.14,15,293.781168
-0.06,7,293.795455
-0.07,8,293.811972
-0.12,13,293.837118
-0.1,11,293.859021
-0.03,4,293.866595
-0.1,11,293.889174
-0.11,12,293.912131
-0.09,10,293.931663
-0.11,12,293.955324
-0.13,14,293.982147
-0.09,10,294.001454
-0.13,14,294.028754
-0.12,13,294.054171
-0.11,12,294.078176
-0.2,21,294.122466
-0.14,15,294.155097
-0.06,7,294.170434
-0.09,10,294.192629
-0.07,8,294.210183
-0.16,17,294.258132
-0.16,17,294.296542
-0.14,15,294.329506
-0.11,12,294.355901
-0.11,12,294.381488
-0.12,13,294.409681
-0.09,10,294.429544
-0.09,10,294.448945
-0.06,7,294.464329
-0.06,7,294.480396
-0.07,8,294.496844
-0.17,18,294.534589
-0.1,11,294.557763
-0.11,12,294.582383
-0.16,17,294.61612
-0.12,13,294.642164
-0.19,20,294.683168
-0.1,11,295.361505
-0.09,10,295.383133
-0.07,8,295.39878
-0.06,7,295.413966
-0.09,10,295.434014
-0.06,7,295.448797
-0.1,11,295.472116
-0.12,13,295.497676
-0.11,12,295.523052
-0.51,2,295.527034
-0.07,8,295.54289
-0.07,8,295.559492
-0.06,7,295.574458
-0.11,12,295.598564
-0.16,17,295.633405
-0.08,9,295.651901
-0.12,13,295.680881
-0.11,12,295.704916
-0.12,13,295.732041
-0.13,14,295.759909
-0.05,6,295.77286
-0.06,7,295.787726
-0.04,5,295.797964
-0.07,8,295.814551
-0.09,10,295.835211
-0.16,17,295.877737
-0.51,2,295.882757
-0.12,13,295.911149
-0.07,8,295.928054
-0.08,9,295.947006
-0.09,10,295.96775
-0.06,7,295.982007
-0.12,13,296.007327
-0.11,12,296.030522
-0.09,10,296.050976
-0.11,12,296.075513
-0.11,12,296.100787
-0.14,15,296.133768
-0.15,16,296.16936
-0.09,10,296.190746
-0.11,12,296.214602
-0.13,14,296.24324
-0.11,12,296.26736
-0.06,7,296.281618
-0.55,6,296.294117
-0.12,13,296.319655
-0.07,8,296.335929
-0.07,8,296.352224
-0.09,10,296.37304
-0.12,13,296.39822
-0.09,10,296.41732
-0.09,10,296.529344
-0.1,11,296.561595
-0.09,10,296.585006
-0.1,11,296.60988
-0.06,7,296.624244
-0.15,16,296.65716
-0.12,13,296.683504
-0.14,15,296.71375
-0.1,11,296.737389
-0.13,14,296.767904
-0.17,18,296.81081
-0.05,6,296.823563
-0.15,16,296.855086
-0.08,9,296.872565
-0.04,5,296.883042
-0.52,3,296.890494
-0.15,16,296.929108
-0.51,2,296.933619
-0.08,9,296.952323
-0.16,17,296.987323
-0.04,5,296.99747
-0.11,12,297.021786
-0.15,16,297.052698
-0.06,7,297.066153
-0.52,3,297.073244
-0.1,11,297.094688
-0.15,16,297.125895
-0.14,15,297.155129
-0.11,12,297.17841
-0.11,12,297.201353
-0.14,15,297.231512
-0.07,8,297.246988
-0.52,3,297.252812
-0.52,3,297.259031
-0.14,15,297.288367
-0.09,10,297.307891
-0.14,15,297.338203
-0.06,7,297.351704
-0.06,7,297.36642
-0.07,8,297.383104
-0.15,16,297.50601
-0.07,8,297.523455
-0.52,3,297.529293
-0.11,12,297.552138
-0.5,1,297.554124
-0.16,17,297.588157
-0.04,5,297.598126
-0.16,17,297.631214
-0.03,4,297.640101
-0.07,8,298.180035
-0.05,6,298.191856
-0.07,8,298.207875
-0.12,13,298.233485
-0.11,12,298.256746
-0.15,16,298.288772
-0.1,11,298.311264
-0.16,17,298.345673
-0.1,11,298.367809
-0.13,14,298.395557
-0.15,16,298.428704
-0.11,12,298.45358
-0.06,7,298.468703
-0.07,8,298.484903
-0.14,15,298.515302
-0.52,3,298.522114
-0.07,8,298.537338
-0.04,5,298.548258
-0.1,11,298.569801
-0.1,11,298.591969
-0.11,12,298.615185
-0.16,17,298.649071
-0.51,2,298.653137
-0.03,4,298.661013
-0.09,10,298.680377
-0.11,12,298.70399
-0.1,11,298.726148
-0.14,15,298.755473
-0.08,9,298.773194
-0.06,7,298.787479
-0.13,14,298.814667
-0.16,17,298.847728
-0.13,14,298.876626
-0.09,10,298.896111
-0.08,9,298.91434
-0.16,17,298.949262
-0.07,8,298.96589
-0.13,14,298.995494
-0.13,14,299.030919
-0.1,11,299.05452
-0.09,10,299.075526
-0.18,19,299.113397
-0.03,4,299.121986
-0.06,7,299.135324
-0.17,18,299.172857
-0.09,10,299.19288
-0.09,10,299.212729
-0.1,11,299.234379
-0.08,9,299.252856
-0.09,10,299.274591
-0.14,15,299.306065
-0.16,17,299.341217
-0.09,10,299.361585
-0.05,6,299.374255
-0.12,13,299.400339
-0.15,16,299.435173
-0.06,7,299.449508
-0.16,17,299.486032
-0.15,16,299.518356
-0.11,12,299.542964
-0.04,5,299.552914
-0.17,18,299.591001
-0.07,8,299.608901
-0.07,8,299.625818
-0.13,14,299.656112
-0.06,7,299.671547
-0.06,7,299.685409
-0.09,10,299.7064
-0.07,8,299.723253
-0.09,10,299.744755
-0.1,11,299.768744
-0.12,13,299.795882
-0.12,13,299.82474
-0.13,14,299.852274
-0.08,9,299.870311
-0.1,11,299.892287
-0.08,9,299.909645
-0.08,9,299.92815
-0.13,14,299.95695
-0.53,4,299.965472
-0.14,15,299.997726
-0.1,11,300.021378
-0.09,10,300.042846
-0.16,17,300.081686
-0.14,15,300.112256
-0.03,4,300.120517
-0.09,10,300.140028
-0.08,9,300.157913
-0.18,19,300.196917
-0.11,12,300.222222
-0.12,13,300.250046
-0.08,9,300.268987
-0.12,13,300.771998
-0.53,4,300.779943
-0.14,15,300.81043
-0.14,15,300.841109
-0.17,18,300.877927
-0.1,11,300.900012
-0.06,7,300.914075
-0.12,13,300.940867
-0.09,10,300.961722
-0.1,11,300.983922
-0.09,10,301.00352
-0.05,6,301.01523
-0.12,13,301.041343
-0.04,5,301.050673
-0.1,11,301.072702
-0.12,13,301.10171
-0.54,5,301.114663
-0.16,17,301.149659
-0.11,12,301.173516
-0.51,2,301.177316
-0.08,9,301.195789
-0.12,13,301.224614
-0.09,10,301.24621
-0.12,13,301.274252
-0.13,14,301.305984
-0.12,13,301.334125
-0.1,11,301.358388
-0.52,3,301.364733
-0.16,17,301.400761
-0.5,1,301.402817
-0.14,15,301.435284
-0.1,11,301.459131
-0.13,14,301.487918
-0.07,8,301.503933
-0.1,11,301.525378
-0.11,12,301.550033
-0.07,8,301.566159
-0.12,13,301.591495
-0.11,12,301.615597
-0.03,4,301.623598
-0.05,6,301.634873
-0.1,11,301.657368
-0.05,6,301.668992
-0.1,11,301.690173
-0.08,9,301.707344
-0.15,16,301.738146
-0.14,15,301.767616
-0.51,2,301.771996
-0.07,8,301.787869
-0.04,5,301.797302
-0.11,12,301.821822
-0.08,9,301.839338
-0.13,14,301.866749
-0.11,12,301.890489
-0.06,7,301.90388
-0.04,5,301.913428
-0.05,6,301.925937
-0.07,8,301.941463
-0.13,14,301.968855
-0.08,9,301.986185
-0.07,8,302.001709
-0.07,8,302.017736
-0.09,10,302.03935
-0.1,11,302.061736
-0.05,6,302.074418
-0.1,11,302.096531
-0.11,12,302.120547
-0.13,14,302.153474
-0.1,11,302.179069
-0.08,9,302.198787
-0.05,6,302.211929
-0.03,4,302.219843
-0.06,7,302.234608
-0.09,10,302.255975
