#{"t_start": 1758576410.4097598, "env_id": "None"}
r,l,t
2.1300004,37,31.450325
2.1400003,36,31.455584
2.1100004,39,31.467713
2.1200004,38,31.472951
1.9700005,53,31.472981
2.0900004,41,31.474783
2.0100005,49,31.478296
2.0100002,49,31.492285
1.8800004,62,31.497786
2.0200005,48,31.49988
1.8600004,64,31.50355
2.0900004,41,31.507103
1.8700004,63,31.508898
2.0500004,45,31.510694
2.0900004,41,31.512496
2.0400004,46,31.517948
2.1600003,34,31.530331
2.0000005,50,31.541168
2.0000005,50,31.546453
2.0600004,44,31.558572
2.0300004,47,31.560375
2.0100005,49,31.562195
1.9800004,52,31.567456
2.1000004,40,31.569244
2.0500004,45,31.57277
2.0700004,43,31.583603
2.0400004,46,31.587488
2.0600004,44,31.589315
2.1000004,40,31.591119
2.0200005,48,31.598031
2.1100004,39,31.601954
2.0000005,50,31.603836
2.0900004,41,31.616181
1.8500004,65,31.618113
2.0500004,45,31.629326
2.0400004,46,31.646915
2.0400004,46,31.652592
2.0400004,46,31.654432
1.9600005,54,31.659695
1.9300004,57,31.663207
2.0700004,43,31.665019
2.0600004,44,31.66887
2.0600004,44,31.670867
1.9600004,54,31.672878
2.0800004,42,31.674883
2.1000004,40,31.676927
2.0000005,50,31.676972
2.0800004,42,31.695596
2.0800004,42,31.697477
2.0100005,49,31.720806
1.8500004,65,31.722629
2.0700004,43,31.733029
2.0800004,42,31.733062
1.9800005,52,31.743559
2.0500004,45,31.743592
2.1100004,39,31.745396
2.0500004,45,31.747219
2.0700004,43,31.750771
2.0900004,41,31.752588
2.0600004,44,31.757851
1.9800005,52,31.761372
2.1200004,38,31.763221
2.1300004,37,31.763251
1.9600005,54,31.773695
2.1000004,40,31.793601
1.7700005,73,31.804509
2.0200005,48,31.807996
2.0500004,45,31.815289
2.1400003,36,31.819052
2.1300004,37,31.826065
1.9700004,53,31.829602
2.1200004,38,31.833157
2.0900004,41,31.838629
2.0100005,49,31.840475
1.9600005,54,31.84233
1.9600004,54,31.842363
1.9500004,55,31.846001
1.9300004,57,31.851334
1.9500004,55,31.861746
2.1300004,37,31.880924
1.9000003,60,31.882738
2.1300004,37,31.88459
2.0700004,43,31.884619
1.9900004,51,31.886435
2.0200005,48,31.890016
2.0700004,43,31.905576
2.0600004,44,31.910826
2.1000004,40,31.918171
1.9900004,51,31.91821
2.0600004,44,31.921729
2.0500004,45,31.923528
2.0300004,47,31.925333
2.1200004,38,31.931334
1.9600004,54,31.936976
2.0200005,48,31.938829
2.1200004,38,31.954633
2.0900004,41,31.958194
2.0800004,42,31.961764
2.0700004,43,31.968763
2.0100002,49,31.970609
2.0400004,46,31.970639
2.1000004,40,32.407287
2.1100004,39,32.42117
2.0500004,45,32.421207
2.0800004,42,32.428171
2.1100004,39,32.428202
2.0300004,47,32.430078
2.0500004,45,32.430108
2.0300004,47,32.430125
2.0400004,46,32.449833
2.1300004,37,32.449873
2.1300004,37,32.453439
1.9800004,52,32.458652
2.1000004,40,32.462212
2.1400003,36,32.464356
2.1100004,39,32.469935
2.1100004,39,32.478689
2.1400003,36,32.487694
2.0000005,50,32.487738
2.1100004,39,32.493047
2.1300004,37,32.498388
2.1200004,38,32.498419
2.0800004,42,32.507199
2.0500004,45,32.510852
2.0400004,46,32.51456
2.1600003,34,32.514591
2.1500003,35,32.521613
2.0000005,50,32.539226
2.0000005,50,32.539267
2.1000004,40,32.549705
2.0100005,49,32.549737
2.0100005,49,32.553596
2.0400004,46,32.553633
2.1100004,39,32.56397
2.0700004,43,32.56576
2.0600004,44,32.567758
2.1100004,39,32.56965
2.0700004,43,32.585336
2.1100004,39,32.585385
2.0600004,44,32.591171
2.0400004,46,32.598106
2.0500004,45,32.603803
2.1000004,40,32.612621
1.8700004,63,32.612657
2.1200004,38,32.621571
2.0500004,45,32.621614
2.1000004,40,32.625174
2.0800004,42,32.627012
2.0600004,44,32.630563
2.1400003,36,32.634282
2.1200004,38,32.634316
2.1100004,39,32.637861
2.0900004,41,32.63789
2.1200004,38,32.653259
2.1100004,39,32.655026
2.1600003,34,32.665862
2.1300004,37,32.665909
2.0600004,44,32.671251
2.1500003,35,32.685943
2.0900004,41,32.687808
2.0700004,43,32.69136
2.0900004,41,32.70319
2.0800004,42,32.703242
2.0900004,41,32.710748
2.0100005,49,32.712646
2.0400004,46,32.716295
2.0700004,43,32.718319
2.0500004,45,32.718359
2.0600004,44,32.720283
2.1200004,38,32.727552
2.0800004,42,32.743277
2.0100005,49,32.745106
2.0800004,42,32.748673
1.9900005,51,32.759149
2.0900004,41,32.76098
2.1500003,35,32.768348
2.0600004,44,32.77358
2.0900004,41,32.778864
2.1200004,38,32.781161
2.1200004,38,32.786715
1.9600004,54,32.788562
2.0900004,41,32.793775
2.0800004,42,32.795823
1.9900005,51,32.806513
2.0600004,44,32.808371
2.1600003,34,32.808401
2.0100005,49,32.810248
2.0800004,42,32.825922
2.1300004,37,32.829484
2.0300004,47,32.829515
2.0700004,43,32.845057
2.1200004,38,32.846842
2.0100005,49,32.848651
2.1100004,39,32.850446
2.0900004,41,32.859038
2.0100005,49,32.860834
2.0600004,44,32.866089
2.0500004,45,32.873016
2.1100004,39,32.878285
2.0900004,41,32.882069
2.0600004,44,32.885659
1.9900005,51,32.887453
2.1500003,35,32.892679
2.0300004,47,32.892708
2.1200004,38,32.898449
2.0000005,50,32.916309
2.1400003,36,32.916359
2.1000004,40,32.921824
2.0900004,41,32.921865
2.1300004,37,32.929155
2.1200004,38,32.936726
2.0500004,45,32.942094
1.9500003,55,32.945645
2.1400003,36,32.952698
2.1400003,36,32.957974
1.9900004,51,32.966736
2.0900004,41,32.966769
2.0200005,48,32.968604
2.1000004,40,32.970426
1.9700004,53,32.975709
1.9900004,51,32.977515
2.1100004,39,32.988501
2.1000004,40,32.995442
2.0700004,43,33.001413
2.0600004,44,33.010335
2.0800004,42,33.01936
2.0500004,45,33.019406
1.9100001,59,33.024718
2.1200004,38,33.036926
2.0100002,49,33.042156
2.1400003,36,33.043946
2.0700004,43,33.047476
2.0700004,43,33.054467
2.0400004,46,33.054498
1.9500004,55,33.05805
1.8800004,62,33.058092
2.1200004,38,33.063383
2.0800004,42,33.063413
1.9600003,54,33.065253
2.1300004,37,33.067546
2.1200004,38,33.078032
2.1400003,36,33.093531
2.0700004,43,33.100498
2.1500003,35,33.111153
2.1500003,35,33.112982
2.0000005,50,33.1148
2.1000004,40,33.125823
2.1200004,38,33.132897
2.0900004,41,33.13487
2.0900004,41,33.134912
1.9800005,52,33.13678
2.1300004,37,33.138649
2.0300004,47,33.15444
2.1700003,33,33.154477
2.0800004,42,33.159755
1.9700004,53,33.168911
1.9200004,58,33.168956
1.9400003,56,33.170933
2.0800004,42,33.17859
2.0900004,41,33.186337
2.0800004,42,33.191897
2.1400003,36,33.191939
2.0400004,46,33.19735
2.1600003,34,33.200996
2.1200004,38,33.204561
2.0900004,41,33.210076
2.0700004,43,33.215341
2.0700004,43,33.217156
2.1200004,38,33.232342
2.0400004,46,33.24135
2.0800004,42,33.248361
1.9800004,52,33.251986
2.0700004,43,33.25202
2.0600004,44,33.252036
2.1600003,34,33.255623
2.0400004,46,33.264343
2.1000004,40,33.266148
2.1100004,39,33.269689
2.0300004,47,33.273229
2.1600003,34,33.276772
2.0700004,43,33.280313
2.0900004,41,33.283978
2.0700004,43,33.294567
2.0100005,49,33.294599
2.1000004,40,33.303379
2.1200004,38,33.31547
2.0500004,45,33.322881
2.0700004,43,33.329738
2.0500004,45,33.3336
2.0300004,47,33.337805
2.1000004,40,33.33785
2.1300004,37,33.344933
2.0800004,42,33.346724
2.0900004,41,33.348534
1.9600005,54,33.354028
1.9900004,51,33.359359
2.1400003,36,33.361165
2.0700004,43,33.363002
2.0200005,48,33.368312
2.0800004,42,33.371906
2.0900004,41,33.378989
2.1600003,34,33.37902
2.1300004,37,33.389586
2.1600003,34,33.398275
2.0700004,43,33.407
2.0800004,42,33.408824
2.0500004,45,33.417533
2.0900004,41,33.417563
2.0900004,41,33.419363
2.1000004,40,33.424591
2.1300004,37,33.430242
2.1100004,39,33.432066
2.0900004,41,33.442894
2.0300004,47,33.445115
2.1000004,40,33.445158
2.1300004,37,33.447075
2.0700004,43,33.457863
1.8900006,61,33.459722
2.1100004,39,33.461565
2.0800004,42,33.475522
2.1200004,38,33.477355
2.1400003,36,33.484438
2.1200004,38,33.488015
2.0300004,47,33.494973
2.0800004,42,33.496788
2.1200004,38,33.498593
2.1100004,39,33.502291
2.0700004,43,33.504125
2.1100004,39,33.514613
2.1100004,39,33.516458
2.0800004,42,33.518283
2.1500003,35,33.523568
2.0900004,41,33.53054
1.9900005,51,33.537709
2.1400003,36,33.541295
2.1200004,38,33.546459
2.0000005,50,33.549919
2.1200004,38,33.557616
2.1200004,38,33.564677
2.0600004,44,33.564712
2.1200004,38,33.571938
2.1200004,38,33.574053
2.0700004,43,33.575971
2.1100004,39,33.589545
2.1000004,40,33.589586
1.9400003,56,33.602105
2.0700004,43,33.603976
2.0400004,46,33.604008
2.1400003,36,33.607647
2.0700004,43,33.611196
2.0600004,44,33.618161
2.1000004,40,33.623417
2.1100004,39,33.628716
2.0400004,46,33.630531
2.1300004,37,33.632343
2.1500003,35,33.635943
2.1400003,36,33.643313
2.0600004,44,33.646868
2.1700003,33,33.650404
2.0200005,48,33.663209
2.0500004,45,33.672172
2.1200004,38,33.672218
2.1200004,38,33.68097
2.0600004,44,33.688055
2.0100005,49,33.693315
2.0000005,50,33.695133
2.1300004,37,33.696959
2.0400004,46,33.702271
2.0600004,44,33.704101
2.1500003,35,33.70591
2.1000004,40,33.71807
2.0100005,49,33.725112
2.1700003,33,33.730354
2.1200004,38,33.739172
1.9100006,59,33.741283
1.8700004,63,33.747353
1.9700005,53,33.747404
2.0300004,47,33.749398
2.0500004,45,33.765009
2.1700003,33,33.76897
2.0700004,43,33.769018
2.0600004,44,33.776327
2.0800004,42,33.781676
2.0400004,46,33.781707
2.0600004,44,33.787017
2.0000005,50,33.790582
2.1100004,39,33.792391
2.0600004,44,33.80804
2.1000004,40,33.815247
2.0200005,48,33.820736
2.0800004,42,33.8243
2.0800004,42,33.826128
2.0400004,46,33.826157
2.0600004,44,33.827975
2.1400003,36,33.82979
2.1500003,35,33.8316
2.1200004,38,33.843639
2.0600004,44,33.847152
2.1100004,39,33.852624
2.1300004,37,33.854447
2.0700004,43,33.859677
2.1500003,35,33.872561
1.9900005,51,33.883058
2.1400003,36,33.886749
2.0800004,42,33.892078
1.9400004,56,33.893892
2.1100004,39,33.897519
2.1100004,39,33.89755
2.1100004,39,33.90114
2.1100004,39,33.902966
2.0800004,42,33.904791
2.0300004,47,33.91009
2.1100004,39,33.915376
2.1000004,40,33.920696
2.0800004,42,33.92772
2.0700004,43,33.936511
2.0100005,49,33.941795
2.0200005,48,33.95738
2.1600003,34,33.962986
2.1200004,38,33.966513
2.0300004,47,33.968313
2.0700004,43,33.970122
2.0900004,41,33.971912
2.1100004,39,33.973923
2.0400004,46,33.977954
2.1100004,39,33.986955
2.0300002,47,33.990617
2.0600004,44,33.990651
1.9100004,59,33.994272
2.0400004,46,34.005197
2.1200004,38,34.012464
2.0300004,47,34.01428
2.0700004,43,34.016111
2.1300004,37,34.036983
2.0700004,43,34.037023
2.0900004,41,34.042316
2.0800004,42,34.042347
2.1000004,40,34.044161
2.0800004,42,34.049445
2.0100005,49,34.051263
2.0800004,42,34.061684
2.1000004,40,34.061714
2.0100002,49,34.067519
2.0800004,42,34.067558
2.1200004,38,34.074577
2.0400004,46,34.078086
2.1200004,38,34.085998
2.0600004,44,34.094885
2.0000005,50,34.103866
2.1500003,35,34.107453
2.0900004,41,34.112748
2.1400003,36,34.118109
2.0800004,42,34.119926
2.1100004,39,34.121749
2.1500003,35,34.127009
2.1300004,37,34.130569
2.0900004,41,34.141276
1.9300004,57,34.141312
1.9500004,55,34.144891
2.0700004,43,34.151908
2.0800004,42,34.15373
1.9900004,51,34.159012
2.1200004,38,34.162578
2.0300002,47,34.169601
2.1300004,37,34.169632
2.1300004,37,34.173183
2.1300004,37,34.180538
2.1300004,37,34.187477
2.1400003,36,34.18751
2.1300004,37,34.199247
2.0400004,46,34.203475
2.1600003,34,34.209396
2.0600004,44,34.209443
2.1300004,37,34.211362
2.0900004,41,34.219325
2.1200004,38,34.225128
2.0900004,41,34.239002
2.1500003,35,34.242572
2.0700004,43,34.246056
2.0800004,42,34.251254
1.9800004,52,34.253034
2.0500004,45,34.256529
2.0900004,41,34.265176
2.0300004,47,34.268691
2.0600004,44,34.270494
2.0700004,43,34.707294
2.1100004,39,34.710863
2.0800004,42,34.714381
2.0400004,46,34.716209
2.1200004,38,34.721698
2.0300004,47,34.723503
2.1300004,37,34.734414
2.1200004,38,34.743174
2.0900004,41,34.745006
2.1100004,39,34.756504
2.1500003,35,34.758327
2.0600004,44,34.761851
2.0300004,47,34.765563
2.1200004,38,34.767537
1.8500004,65,34.767576
2.1300004,37,34.776491
2.0600004,44,34.780052
2.1200004,38,34.787831
2.1000004,40,34.78984
2.1200004,38,34.793768
2.1600003,34,34.797561
2.0700004,43,34.804816
2.1400003,36,34.812006
2.1200004,38,34.813895
2.1800003,32,34.817559
2.1200004,38,34.826258
1.8800004,62,34.826291
2.1500003,35,34.831499
2.1100004,39,34.840488
2.0300004,47,34.849371
2.1700003,33,34.849421
2.0200005,48,34.855238
2.0900004,41,34.857117
2.0500004,45,34.860724
2.1300004,37,34.862554
2.0700004,43,34.869743
2.1000004,40,34.871625
2.1300004,37,34.873456
2.1600003,34,34.87704
2.1200004,38,34.882374
2.0700004,43,34.905037
2.0000005,50,34.90858
2.0700004,43,34.910405
2.0300004,47,34.912259
2.1000004,40,34.912288
2.1200004,38,34.922766
2.1200004,38,34.928102
2.0600004,44,34.928133
2.0800004,42,34.93168
2.0200005,48,34.935242
2.1400003,36,34.935272
2.1100004,39,34.938848
2.0700004,43,34.938878
2.1200004,38,34.940739
2.1400003,36,34.940769
2.1000004,40,34.955094
2.1600003,34,34.968103
2.1400003,36,34.977006
2.1200004,38,34.982352
2.1000004,40,34.982386
2.1500003,35,34.992943
2.0400004,46,34.996493
2.1000004,40,35.001781
2.1100004,39,35.00362
2.1500003,35,35.00365
2.1400003,36,35.007199
2.1200004,38,35.009027
2.0900004,41,35.010838
2.0100002,49,35.012665
2.0800004,42,35.017986
2.1100004,39,35.024995
1.9500004,55,35.035568
2.0700004,43,35.044193
2.1200004,38,35.044224
2.0900004,41,35.056755
2.0500004,45,35.063845
2.1300004,37,35.069109
2.1300004,37,35.071152
2.0600004,44,35.073264
2.1100004,39,35.078701
2.1100004,39,35.080535
2.0200005,48,35.084146
2.0600004,44,35.084187
2.0900004,41,35.08615
2.1200004,38,35.088042
2.0800004,42,35.102089
2.1300004,37,35.104001
2.1500003,35,35.109217
2.1200004,38,35.114415
1.9100003,59,35.119685
2.0900004,41,35.130073
2.1300004,37,35.135351
2.0900004,41,35.13717
2.1500003,35,35.142399
2.1000004,40,35.144242
2.1700003,33,35.144271
2.1500003,35,35.146113
2.1200004,38,35.146143
2.1300004,37,35.1518
2.1400003,36,35.153637
2.0400004,46,35.155461
2.0800004,42,35.180638
2.0700004,43,35.180686
2.1200004,38,35.184316
2.0300004,47,35.194876
2.0700004,43,35.198422
2.1600003,34,35.20026
2.0900004,41,35.205542
2.1000004,40,35.209121
2.1400003,36,35.210961
2.1500003,35,35.210991
2.1200004,38,35.216306
2.1000004,40,35.216336
2.1100004,39,35.221652
2.0900004,41,35.22701
2.1000004,40,35.227041
2.0100005,49,35.234203
2.1300004,37,35.247303
2.1400003,36,35.249346
2.0600004,44,35.262419
2.1200004,38,35.271325
2.1200004,38,35.276574
2.1300004,37,35.27837
2.0200005,48,35.284292
2.0400004,46,35.284341
2.1300004,37,35.286247
2.1200004,38,35.288136
2.0800004,42,35.289979
2.1500003,35,35.293533
2.0500004,45,35.295369
2.1100004,39,35.300712
2.0600004,44,35.304406
2.1200004,38,35.306257
2.1000004,40,35.322193
2.0800004,42,35.32749
2.0900004,41,35.336259
2.0700004,43,35.348456
2.1000004,40,35.350295
2.1500003,35,35.352138
2.0700004,43,35.354
2.1100004,39,35.354029
2.1100004,39,35.355867
2.0900004,41,35.357693
2.0900004,41,35.363522
2.1200004,38,35.365377
2.1400003,36,35.367234
2.1000004,40,35.367263
2.1300004,37,35.374335
2.0800004,42,35.381874
2.1300004,37,35.390972
2.1200004,38,35.398045
2.1200004,38,35.40694
2.1500003,35,35.417363
2.1300004,37,35.423078
2.0800004,42,35.428321
2.1400003,36,35.430165
2.1500003,35,35.430194
2.1400003,36,35.432124
2.0500004,45,35.432162
2.0800004,42,35.432183
2.0800004,42,35.434098
2.0700004,43,35.441087
2.0500004,45,35.441116
2.1200004,38,35.442917
2.1300004,37,35.448167
2.1400003,36,35.455113
2.0800004,42,35.474313
2.1500003,35,35.493726
2.1100004,39,35.493775
2.1400003,36,35.493792
2.0800004,42,35.493805
2.0100002,49,35.495662
2.1400003,36,35.497523
2.1200004,38,35.502959
2.0900004,41,35.506623
2.0900004,41,35.506659
2.1300004,37,35.508492
2.1000004,40,35.513782
2.1600003,34,35.51742
2.0700004,43,35.521093
2.0000005,50,35.521127
2.0000005,50,35.538826
2.1500003,35,35.556384
2.0300004,47,35.558217
2.1300004,37,35.560016
2.1400003,36,35.56183
2.1100004,39,35.563837
2.0900004,41,35.568012
2.1500003,35,35.57001
2.0700004,43,35.573981
2.1300004,37,35.576143
2.1500003,35,35.57842
2.0700004,43,35.582616
2.1600003,34,35.586653
2.0700004,43,35.588508
2.1200004,38,35.593762
2.0800004,42,35.597275
2.1300004,37,35.610831
2.1500003,35,35.63043
2.1100004,39,35.636136
2.0800004,42,35.639748
2.1300004,37,35.63978
2.1200004,38,35.643333
2.0800004,42,35.645138
2.0200005,48,35.648714
2.1200004,38,35.648743
2.1000004,40,35.650597
2.1100004,39,35.652463
2.1400003,36,35.654347
2.1700003,33,35.654377
2.0800004,42,35.663201
2.1300004,37,35.665057
2.0000005,50,35.675639
2.1300004,37,35.677465
2.1500003,35,35.701559
2.1500003,35,35.701598
2.1600003,34,35.705046
2.1700003,33,35.706872
2.0600004,44,35.710743
2.0700004,43,35.714281
2.1100004,39,35.719498
2.0700004,43,35.721317
2.1300004,37,35.721347
2.1000004,40,35.723272
2.1100004,39,35.725459
2.0700004,43,35.731041
2.1100004,39,35.734788
2.0900004,41,35.7402
2.0500004,45,35.759355
2.1700003,33,35.766387
2.1200004,38,35.772047
2.1500003,35,35.773925
2.1100004,39,35.773955
2.1000004,40,35.78092
1.9000003,60,35.784479
2.1500003,35,35.78451
2.0700004,43,35.791597
2.0900004,41,35.795155
2.1000004,40,35.79697
2.1300004,37,35.800532
2.0800004,42,35.806398
2.0100005,49,35.808454
2.1100004,39,35.810506
1.9900005,51,35.81652
2.1800003,32,35.827569
2.0900004,41,35.837212
2.1700003,33,35.844279
2.0900004,41,35.851351
2.0900004,41,35.851398
2.1400003,36,35.853452
2.0200005,48,35.862214
2.1200004,38,35.86402
2.1300004,37,35.865845
2.1400003,36,35.865875
2.0600004,44,35.867785
2.1200004,38,35.873166
2.1600003,34,35.874984
2.1000004,40,35.882062
2.1500003,35,35.882094
2.1000004,40,35.883957
2.1300004,37,35.894597
2.0400004,46,35.919523
2.1200004,38,35.919571
2.1200004,38,35.919588
2.1700003,33,35.921419
2.0900004,41,35.926676
2.0100002,49,35.93401
2.1000004,40,35.937545
2.0900004,41,35.941056
2.0800004,42,35.942848
2.0800004,42,35.944704
2.1000004,40,35.947003
2.1300004,37,35.950812
2.1100004,39,35.956271
2.0900004,41,35.958091
2.0400004,46,35.959932
2.0700004,43,35.974149
2.1200004,38,35.989841
2.1100004,39,35.991661
2.1000004,40,35.99346
2.0300004,47,36.008477
2.1400003,36,36.010272
2.0400004,46,36.012045
2.0800004,42,36.013864
2.1500003,35,36.013893
2.0500004,45,36.015677
2.0800004,42,36.022762
2.0100005,49,36.029689
2.0600004,44,36.03498
2.0700004,43,36.036811
1.9400003,56,36.045776
2.0900004,41,36.04932
1.9800004,52,36.05525
2.1300004,37,36.058887
2.1300004,37,36.06073
2.1100004,39,36.065965
2.1400003,36,36.08235
2.1200004,38,36.082399
2.1000004,40,36.082416
2.1000004,40,36.084285
2.0900004,41,36.089786
2.1400003,36,36.089826
2.0300004,47,36.100296
2.1000004,40,36.103881
2.1100004,39,36.107472
2.0700004,43,36.114485
2.1000004,40,36.118052
2.1000004,40,36.121605
2.1100004,39,36.125179
2.1200004,38,36.127018
2.1000004,40,36.132274
2.1500003,35,36.144447
2.0600004,44,36.146345
2.1100004,39,36.155103
2.1000004,40,36.155137
2.0700004,43,36.160486
2.1500003,35,36.164656
2.0900004,41,36.164702
2.1400003,36,36.17026
1.9800004,52,36.184187
2.1100004,39,36.18606
2.0700004,43,36.18609
2.1200004,38,36.191367
2.0900004,41,36.193181
2.1300004,37,36.195019
2.0800004,42,36.202034
2.0600004,44,36.212494
2.1200004,38,36.21435
2.1000004,40,36.21808
2.1100004,39,36.22543
2.1400003,36,36.229064
2.1200004,38,36.229113
2.1200004,38,36.232926
2.0000005,50,36.246731
2.0700004,43,36.24868
2.1500003,35,36.250632
2.1300004,37,36.25507
2.1200004,38,36.267381
2.1100004,39,36.267439
2.1300004,37,36.267457
2.0400004,46,36.27717
2.1100004,39,36.281262
2.1100004,39,36.295296
2.1200004,38,36.297213
2.1500003,35,36.299366
2.1200004,38,36.309515
2.1100004,39,36.311469
2.0000005,50,36.315177
2.0600004,44,36.324554
2.1100004,39,36.331861
2.1200004,38,36.33191
2.0900004,41,36.333841
2.0400004,46,36.341102
2.1000004,40,36.346533
2.0800004,42,36.35022
2.1100004,39,36.355733
2.0300004,47,36.359409
2.0600004,44,36.361302
2.1400003,36,36.363187
2.1100004,39,36.375564
2.1000004,40,36.388853
2.0800004,42,36.390795
2.1000004,40,36.392632
2.1300004,37,36.396277
1.9900004,51,36.396308
2.1400003,36,36.403528
2.1300004,37,36.403584
2.1600003,34,36.412339
2.1200004,38,36.414156
2.1400003,36,36.419445
1.9800004,52,36.42985
2.1300004,37,36.433432
2.0900004,41,36.43704
2.0900004,41,36.439126
2.0500004,45,36.441185
2.1400003,36,36.441234
2.1000004,40,36.462775
2.0500004,45,36.470567
2.0800004,42,36.472631
2.1100004,39,36.474562
2.0300004,47,36.478171
2.0500002,45,36.478202
2.1300004,37,36.481761
2.1000004,40,36.487342
2.0300002,47,36.490891
2.1300004,37,36.499699
2.1200004,38,36.510491
1.9800004,52,36.515801
2.0600004,44,36.515831
2.1000004,40,36.515848
2.0900004,41,36.51767
2.0100005,49,36.52818
2.1400003,36,36.538632
2.1000004,40,36.543872
2.1200004,38,36.543902
2.1600003,34,36.54741
2.0200005,48,36.550964
2.0500004,45,36.559775
2.0900004,41,36.5633
2.0400004,46,36.565113
2.0100005,49,36.566931
2.1100004,39,36.568821
2.1500003,35,36.572417
2.1700003,33,36.574241
2.1500003,35,36.579498
2.1300004,37,36.581318
2.1700003,33,36.586666
2.0900004,41,36.588482
2.1300004,37,37.054464
2.1200004,38,37.061631
2.1300004,37,37.063525
2.1000004,40,37.065349
2.1600003,34,37.076357
2.0800004,42,37.076403
2.1400003,36,37.078285
2.1200004,38,37.078316
2.1200004,38,37.087931
2.1100004,39,37.08798
2.1200004,38,37.093532
2.1000004,40,37.095438
2.1400003,36,37.095469
2.1600003,34,37.098999
2.1400003,36,37.104699
2.0900004,41,37.106536
2.1400003,36,37.121004
2.1500003,35,37.129797
2.1100004,39,37.137545
2.0800004,42,37.141387
2.1700003,33,37.141432
2.1400003,36,37.145098
2.0900004,41,37.154882
2.1500003,35,37.154936
2.0900004,41,37.157311
2.1400003,36,37.157362
2.1200004,38,37.174635
2.0800004,42,37.176818
2.0900004,41,37.176864
2.0700004,43,37.180876
2.0700004,43,37.193603
2.0500004,45,37.195629
2.0600004,44,37.211733
2.1400003,36,37.215901
2.1400003,36,37.215954
2.1500003,35,37.218113
2.0800004,42,37.218157
2.1600003,34,37.225735
2.0700004,43,37.225782
2.1200004,38,37.234807
2.1000004,40,37.238735
2.1400003,36,37.246421
2.0200005,48,37.254274
2.1300004,37,37.256201
2.1100004,39,37.256231
2.1100004,39,37.256247
2.1500003,35,37.265229
2.1300004,37,37.267196
2.1400003,36,37.28138
2.1600003,34,37.281423
2.1500003,35,37.285008
2.1500003,35,37.291992
2.1300004,37,37.295624
2.0900004,41,37.295656
2.0400004,46,37.302965
2.1500003,35,37.304842
2.1100004,39,37.308396
2.1300004,37,37.316087
2.1400003,36,37.32028
2.1400003,36,37.322297
2.1200004,38,37.326329
2.1700003,33,37.328271
2.1600003,34,37.344821
2.1700003,33,37.346636
2.1300004,37,37.350837
2.0400004,46,37.350883
1.9900005,51,37.350899
2.1300004,37,37.361499
2.1600003,34,37.370852
2.1100004,39,37.370894
2.0900004,41,37.374445
2.1000004,40,37.379715
2.1100004,39,37.383462
2.1800003,32,37.387074
2.1000004,40,37.392417
2.1100004,39,37.394239
2.0800004,42,37.406403
2.0300004,47,37.409951
2.1600003,34,37.409983
2.1600003,34,37.413541
2.1500003,35,37.415349
2.0900004,41,37.42061
2.0900004,41,37.425871
2.1600003,34,37.43111
2.1100004,39,37.432924
2.1000004,40,37.441674
2.1200004,38,37.441706
2.1600003,34,37.447004
2.1200004,38,37.447034
2.1700003,33,37.452307
2.0900004,41,37.456011
2.1000004,40,37.463053
2.1200004,38,37.475414
2.1400003,36,37.485934
2.1100004,39,37.485966
2.1000004,40,37.485982
2.1500003,35,37.48965
2.0600004,44,37.489687
2.1600003,34,37.493273
2.0300004,47,37.495116
2.1500003,35,37.505584
2.1300004,37,37.509177
2.1400003,36,37.512768
2.0500004,45,37.514583
2.1700003,33,37.516414
2.1100004,39,37.518232
2.1100004,39,37.523514
2.1600003,34,37.525335
2.1400003,36,37.53921
2.1800003,32,37.542782
2.1600003,34,37.546314
2.1500003,35,37.551574
2.1400003,36,37.553361
2.1100004,39,37.555187
2.1400003,36,37.557017
2.1300004,37,37.570852
2.1700003,33,37.574707
2.0500004,45,37.57664
2.1100004,39,37.586883
2.1500003,35,37.588744
2.0600004,44,37.592288
2.0300004,47,37.594173
2.0700004,43,37.596159
2.0900004,41,37.598042
2.0900004,41,37.6139
2.1200004,38,37.615698
2.1500003,35,37.620898
2.1300004,37,37.622676
2.0900004,41,37.626175
2.1800003,32,37.631485
2.0600004,44,37.633272
1.9700004,53,37.638477
2.1300004,37,37.638507
2.1300004,37,37.652406
2.0700004,43,37.652439
2.1200004,38,37.65597
2.1300004,37,37.657791
2.0900004,41,37.666449
2.1000004,40,37.668292
2.0900004,41,37.668321
2.1300004,37,37.682428
2.1500003,35,37.685903
2.0700004,43,37.691051
2.1300004,37,37.692998
2.0900004,41,37.695057
2.1100004,39,37.70229
2.1500003,35,37.702329
2.1100004,39,37.704154
2.1300004,37,37.705984
2.1600003,34,37.714895
2.1600003,34,37.714932
2.1300004,37,37.723782
2.1500003,35,37.730802
2.1000004,40,37.730836
2.1100004,39,37.739549
2.1100004,39,37.739579
2.1300004,37,37.751974
2.1100004,39,37.752017
2.1500003,35,37.753848
2.1500003,35,37.755677
2.1700003,33,37.764467
2.1400003,36,37.766295
2.1200004,38,37.769883
2.0600004,44,37.773434
2.1100004,39,37.773464
2.1400003,36,37.778717
2.1200004,38,37.782267
2.1000004,40,37.796251
2.1300004,37,37.798089
2.1000004,40,37.812126
2.0800004,42,37.815651
2.1400003,36,37.819637
2.1200004,38,37.821496
1.9800005,52,37.825036
2.0800004,42,37.82863
2.1000004,40,37.82866
2.1700003,33,37.830496
2.0900004,41,37.839292
2.1400003,36,37.839324
2.0800004,42,37.842897
2.0900004,41,37.848208
