#{"t_start": 1758577206.2161815, "env_id": "None"}
r,l,t
2.18,32,122.601118
2.18,32,123.099608
2.18,32,123.155679
2.18,32,123.211806
2.18,32,123.270373
2.18,32,123.32619
2.18,32,123.385356
2.18,32,123.450064
2.17,33,123.512417
2.18,32,123.577547
2.18,32,123.64157
2.18,32,123.71044
2.18,32,123.794408
2.18,32,123.85897
2.18,32,123.974429
2.18,32,124.035391
2.18,32,124.109105
2.18,32,124.170754
2.18,32,124.241197
2.18,32,124.303847
2.18,32,124.36851
2.18,32,124.429505
2.18,32,124.492621
2.18,32,124.557193
2.18,32,124.614949
2.18,32,124.676859
2.18,32,124.752697
2.18,32,124.821194
2.18,32,124.885856
2.18,32,124.948052
2.18,32,125.011659
2.18,32,125.073348
2.18,32,125.133313
2.18,32,125.637725
2.18,32,125.695851
2.18,32,125.753685
2.18,32,125.813257
2.18,32,125.875002
2.18,32,125.933284
2.18,32,125.990985
2.18,32,126.04896
2.18,32,126.1102
2.18,32,126.174138
2.18,32,126.263127
2.18,32,126.326523
2.18,32,126.393553
2.18,32,126.454487
2.18,32,126.516469
2.18,32,126.576689
2.18,32,126.640117
2.18,32,126.700663
2.18,32,126.761355
2.18,32,126.820711
2.18,32,126.880963
2.18,32,126.942005
2.18,32,127.001566
2.18,32,127.061432
2.18,32,127.121355
2.18,32,127.179404
2.18,32,127.236355
2.18,32,127.294724
2.18,32,127.357159
2.18,32,127.41601
2.18,32,127.500697
2.14,36,128.070016
2.18,32,128.128909
2.18,32,128.191421
2.18,32,128.25137
2.18,32,128.314557
2.18,32,128.420048
2.18,32,128.48144
2.17,33,128.542795
2.18,32,128.603091
2.18,32,128.665537
2.18,32,128.72675
2.18,32,128.785427
2.18,32,128.847208
2.18,32,128.906212
2.18,32,128.967291
2.18,32,129.027773
2.18,32,129.085337
2.18,32,129.142609
2.18,32,129.206653
2.18,32,129.264642
2.18,32,129.322321
2.18,32,129.37942
2.18,32,129.436146
2.18,32,129.494984
2.18,32,129.552178
2.18,32,129.609794
2.18,32,129.66753
2.18,32,129.729266
2.18,32,129.786722
2.18,32,129.845497
2.18,32,129.903032
2.18,32,129.960623
2.18,32,130.469703
2.18,32,130.52904
2.18,32,130.591278
2.18,32,130.649455
2.18,32,130.708384
2.18,32,130.768514
2.18,32,130.830959
2.18,32,130.892373
2.18,32,130.956523
2.18,32,131.014759
2.18,32,131.078816
2.18,32,131.137459
2.18,32,131.196156
2.18,32,131.25429
2.18,32,131.316601
2.18,32,131.376172
2.18,32,131.433736
2.18,32,131.49123
2.18,32,131.549664
2.18,32,131.607189
2.18,32,131.665566
2.18,32,131.725545
2.18,32,131.783135
2.18,32,131.840631
2.18,32,131.898829
2.18,32,131.956063
2.18,32,132.014838
2.18,32,132.071131
2.18,32,132.132926
2.16,34,132.19419
2.18,32,132.252346
2.18,32,132.309578
2.18,32,132.866819
2.18,32,132.92777
2.18,32,132.986479
2.18,32,133.044789
2.18,32,133.10344
2.18,32,133.162256
2.18,32,133.221379
2.18,32,133.278514
2.18,32,133.336508
2.18,32,133.397169
2.18,32,133.458616
2.18,32,133.521594
2.18,32,133.581014
2.18,32,133.63763
2.18,32,133.696393
2.18,32,133.75734
2.18,32,133.818327
2.18,32,133.878229
2.18,32,133.93566
2.18,32,133.994504
2.18,32,134.051754
2.18,32,134.108226
2.18,32,134.166677
2.18,32,134.231457
2.18,32,134.293329
2.18,32,134.349976
2.18,32,134.408497
2.18,32,134.467511
2.18,32,134.52537
2.18,32,134.583178
2.18,32,134.641922
2.18,32,134.699152
2.18,32,135.22923
2.18,32,135.292843
2.18,32,135.367179
2.18,32,135.437809
2.18,32,135.513034
2.18,32,135.576371
2.18,32,135.642815
2.18,32,135.705228
2.18,32,135.77662
2.18,32,135.836581
2.18,32,135.895241
2.18,32,135.953289
2.18,32,136.010096
2.18,32,136.070676
2.18,32,136.130491
2.18,32,136.190219
2.18,32,136.250069
2.18,32,136.310968
2.18,32,136.370217
2.18,32,136.427322
2.18,32,136.48417
2.18,32,136.543076
2.18,32,136.607824
2.18,32,136.663521
2.18,32,136.720151
2.18,32,136.776874
2.18,32,136.833068
2.18,32,136.889132
2.18,32,136.945136
2.18,32,137.001372
2.18,32,137.057788
2.18,32,137.11478
2.18,32,137.656232
2.18,32,137.742228
2.18,32,137.877891
2.18,32,137.938536
2.18,32,138.005323
2.18,32,138.065711
2.18,32,138.129058
2.18,32,138.189727
2.18,32,138.253613
2.18,32,138.315403
2.18,32,138.376978
2.18,32,138.439293
2.18,32,138.498789
2.18,32,138.557289
2.18,32,138.620049
2.18,32,138.680888
2.18,32,138.739945
2.18,32,138.798163
2.18,32,138.855657
2.18,32,138.913975
2.18,32,138.972557
2.18,32,139.030638
2.18,32,139.08936
2.18,32,139.147877
2.18,32,139.209092
2.18,32,139.268199
2.18,32,139.326924
2.18,32,139.385018
2.18,32,139.445986
2.18,32,139.504655
2.18,32,139.563975
2.18,32,139.623227
2.18,32,140.148243
2.18,32,140.20934
2.18,32,140.26953
2.18,32,140.329869
2.18,32,140.391632
2.18,32,140.454979
2.18,32,140.520903
2.18,32,140.57891
2.18,32,140.636441
2.18,32,140.693804
2.18,32,140.756182
2.18,32,140.814808
2.18,32,140.873239
2.18,32,140.931218
2.18,32,140.989568
2.18,32,141.049008
2.18,32,141.108664
2.18,32,141.165547
2.18,32,141.224186
2.18,32,141.283849
2.18,32,141.34226
2.18,32,141.399671
2.18,32,141.458195
2.18,32,141.515026
2.18,32,141.577787
2.18,32,141.635935
2.18,32,141.693075
2.18,32,141.75182
2.18,32,141.813241
2.18,32,141.872331
2.18,32,141.9293
2.18,32,141.986828
2.18,32,142.484519
2.18,32,142.543073
2.18,32,142.604692
2.18,32,142.664717
2.18,32,142.723171
2.18,32,142.781613
2.18,32,142.841825
2.18,32,142.900382
2.18,32,142.958761
2.18,32,143.015171
2.18,32,143.072645
2.18,32,143.13008
2.18,32,143.187959
2.18,32,143.247113
2.18,32,143.305784
2.18,32,143.36293
2.18,32,143.422636
2.18,32,143.481223
2.18,32,143.538477
2.18,32,143.683468
2.18,32,143.744683
2.18,32,143.80235
2.18,32,143.862287
2.18,32,143.920996
2.18,32,143.980837
2.18,32,144.03954
2.18,32,144.097995
2.18,32,144.157157
2.18,32,144.216276
2.18,32,144.277227
2.18,32,144.336306
2.18,32,144.395988
2.18,32,144.911967
2.18,32,144.96977
2.18,32,145.028829
2.18,32,145.086733
2.18,32,145.143314
2.18,32,145.201181
2.18,32,145.258182
2.18,32,145.315485
2.18,32,145.374063
2.18,32,145.434123
2.18,32,145.49193
2.18,32,145.549095
2.18,32,145.606326
2.18,32,145.66275
2.18,32,145.72246
2.18,32,145.782747
2.18,32,145.843528
2.18,32,145.900169
2.18,32,145.961499
2.18,32,146.018455
2.18,32,146.075658
2.18,32,146.13441
2.18,32,146.1918
2.18,32,146.24815
2.18,32,146.304964
2.18,32,146.363497
2.18,32,146.421151
2.18,32,146.485244
2.18,32,146.550783
2.18,32,146.613777
2.18,32,146.680991
2.18,32,146.741465
2.18,32,147.257761
2.18,32,147.315262
2.18,32,147.376019
2.18,32,147.434611
2.18,32,147.492727
2.18,32,147.549808
2.18,32,147.606269
2.18,32,147.665135
2.18,32,147.724536
2.18,32,147.781987
2.18,32,147.845299
2.18,32,147.907098
2.18,32,147.975368
2.18,32,148.054081
2.18,32,148.116065
2.18,32,148.184756
2.18,32,148.253061
2.18,32,148.318642
2.18,32,148.379776
2.18,32,148.442305
2.18,32,148.504013
2.18,32,148.563666
2.18,32,148.62879
2.18,32,148.743641
2.18,32,148.824818
2.18,32,148.898757
2.18,32,148.959361
2.18,32,149.031087
2.18,32,149.099346
2.18,32,149.163399
2.18,32,149.225183
2.18,32,149.28728
2.18,32,149.807751
2.18,32,149.865734
2.18,32,149.92613
2.18,32,149.983858
2.18,32,150.041185
2.18,32,150.100058
2.18,32,150.161602
2.18,32,150.219227
2.18,32,150.276821
2.18,32,150.334096
2.18,32,150.39163
2.18,32,150.448544
2.18,32,150.506295
2.18,32,150.563198
2.18,32,150.620422
2.18,32,150.680787
2.18,32,150.741324
2.18,32,150.798973
2.18,32,150.85757
2.18,32,150.918275
2.18,32,150.986037
2.18,32,151.054546
2.18,32,151.122574
2.18,32,151.20155
2.18,32,151.265361
2.18,32,151.333766
2.18,32,151.397768
2.18,32,151.463754
2.18,32,151.52744
2.18,32,151.590896
2.18,32,151.652292
2.18,32,151.726771
