#{"t_start": 1758581180.9858956, "env_id": "None"}
r,l,t
-0.13,14,308.929495
-0.12,13,308.954703
-0.22,23,308.99672
-0.07,8,309.011265
-0.18,19,309.050316
-0.18,19,309.089973
-0.21,22,309.134003
-0.54,5,309.143174
-0.14,15,309.172954
-0.16,17,309.205547
-0.16,17,309.239307
-0.07,8,309.254508
-0.19,20,309.293414
-0.11,12,309.316328
-0.23,24,309.361335
-0.25,26,309.409514
-0.16,17,309.443913
-0.09,10,309.462498
-0.14,15,309.489959
-0.15,16,309.520667
-0.18,19,309.556614
-0.11,12,309.579422
-0.1,11,309.599789
-0.18,19,309.635289
-0.15,16,309.666462
-0.19,20,309.703313
-0.42,43,309.783273
-0.14,15,309.813262
-0.16,17,309.847057
-0.14,15,309.875324
-0.53,4,309.882504
-0.64,15,309.911137
-0.53,4,309.919052
-0.17,18,309.952689
-0.51,2,309.956173
-0.23,24,310.002235
-0.17,18,310.036376
-0.29,30,310.095315
-0.14,15,310.12398
-0.06,7,310.137503
-0.12,13,310.16184
-0.09,10,310.181391
-0.13,14,310.208303
-0.13,14,310.235671
-0.2,21,310.27583
-0.09,10,310.296444
-0.11,12,310.319406
-0.52,3,310.326055
-0.12,13,310.352056
-0.22,23,310.397039
-0.09,10,310.41651
-0.52,3,310.422184
-0.54,5,310.432324
-0.09,10,310.451807
-0.12,13,310.476006
-0.14,15,310.506165
-0.11,12,310.529558
-0.15,16,310.560576
-0.21,22,310.60462
-0.22,23,311.223248
-0.11,12,311.248204
-0.17,18,311.282921
-0.2,21,311.323919
-0.13,14,311.350135
-0.21,22,311.391218
-0.07,8,311.406512
-0.14,15,311.435071
-0.14,15,311.464181
-0.15,16,311.494315
-0.11,12,311.516808
-0.14,15,311.544822
-0.2,21,311.584302
-0.19,20,311.621053
-0.14,15,311.649156
-0.57,8,311.664779
-0.11,12,311.687638
-0.12,13,311.715534
-0.11,12,311.739964
-0.22,23,311.787517
-0.12,13,311.812767
-0.17,18,311.847812
-0.12,13,311.875835
-0.18,19,311.918084
-0.14,15,311.947312
-0.16,17,311.982083
-0.07,8,311.997211
-0.15,16,312.027072
-0.15,16,312.05737
-0.16,17,312.089919
-0.24,25,312.138046
-0.13,14,312.164538
-0.12,13,312.189096
-0.1,11,312.209999
-0.22,23,312.253952
-0.04,5,312.262978
-0.23,24,312.308591
-0.55,6,312.319582
-0.17,18,312.353176
-0.05,6,312.364537
-0.09,10,312.38369
-0.28,29,312.438306
-0.19,20,312.475668
-0.17,18,312.511229
-0.26,27,312.567286
-0.15,16,312.601526
-0.17,18,312.63835
-0.54,5,312.648311
-0.08,9,312.667921
-0.15,16,312.699617
-0.13,14,312.728807
-0.52,3,312.734894
-0.06,7,312.748116
-0.2,21,312.788637
-0.16,17,312.820891
-0.18,19,312.857637
-0.14,15,312.887296
-0.06,7,312.900415
-0.25,26,312.963991
-0.11,12,312.988391
-0.63,14,313.014885
-0.16,17,313.047946
-0.2,21,313.088195
-0.18,19,313.125052
-0.2,21,313.16671
-0.09,10,313.18556
-0.1,11,313.207024
-0.2,21,313.247856
-0.24,25,313.294933
-0.1,11,313.318229
-0.14,15,313.350527
-0.14,15,313.381209
-0.18,19,313.420071
-0.29,30,313.480685
-0.09,10,313.500638
-0.13,14,313.52795
-0.18,19,313.566098
-0.21,22,313.608318
-0.11,12,313.631573
-0.54,5,313.64124
-0.18,19,313.678827
-0.05,6,313.691436
-0.15,16,313.723979
-0.09,10,313.743159
-0.08,9,313.760919
-0.21,22,313.803036
-0.13,14,313.830009
-0.11,12,313.853181
-0.23,24,313.898915
-0.08,9,313.916897
-0.52,3,313.923095
-0.1,11,313.944441
-0.23,24,313.996327
-0.15,16,314.028268
-0.29,30,314.085634
-0.1,11,314.106636
-0.25,26,314.157434
-0.13,14,314.185723
-0.1,11,314.20752
-0.24,25,314.255811
-0.11,12,314.279625
-0.15,16,314.311476
-0.14,15,314.34126
-0.16,17,314.374829
-0.07,8,314.390159
-0.15,16,314.422145
-0.12,13,314.448169
-0.13,14,314.474812
-0.11,12,314.498653
-0.16,17,314.532128
-0.22,23,314.576587
-0.08,9,314.594397
-0.11,12,314.6182
-0.1,11,314.639947
-0.04,5,314.650486
-0.08,9,314.67135
-0.07,8,314.687767
-0.17,18,314.723349
-0.01,2,314.727241
-0.12,13,314.753989
-0.16,17,314.787894
-0.24,25,314.835767
-0.51,2,314.839576
-0.23,24,314.885042
-0.16,17,314.919783
-0.12,13,314.945481
-0.18,19,314.982174
-0.09,10,315.002746
-0.15,16,315.039555
-0.15,16,315.08639
-0.09,10,315.111308
-0.52,3,315.11905
-0.26,27,315.175049
-0.15,16,315.20805
-0.13,14,315.236803
-0.35,36,315.846187
-0.16,17,315.881762
-0.08,9,315.900809
-0.21,22,315.949427
-0.1,11,315.971895
-0.16,17,316.006817
-0.16,17,316.042634
-0.12,13,316.071724
-0.09,10,316.094078
-0.13,14,316.125711
-0.19,20,316.166674
-0.1,11,316.188456
-0.15,16,316.222398
-0.11,12,316.24893
-0.17,18,316.285519
-0.17,18,316.321357
-0.1,11,316.342949
-0.09,10,316.36397
-0.14,15,316.392886
-0.13,14,316.421463
-0.1,11,316.443736
-0.04,5,316.455193
-0.15,16,316.487825
-0.24,25,316.538833
-0.11,12,316.564128
-0.02,3,316.569945
-0.17,18,316.607277
-0.53,4,316.617234
-0.16,17,316.688452
-0.08,9,316.709217
-0.2,21,316.761968
-0.14,15,316.796416
-0.09,10,316.819686
-0.21,22,316.867236
-0.1,11,316.891939
-0.15,16,316.930437
-0.16,17,316.964696
-0.51,2,316.96863
-0.26,27,317.025301
-0.1,11,317.04943
-0.51,2,317.053086
-0.15,16,317.088919
-0.08,9,317.118333
-0.15,16,317.154287
-0.07,8,317.173019
-0.17,18,317.209514
-0.18,19,317.24901
-0.11,12,317.272771
-0.14,15,317.301943
-0.09,10,317.320296
-0.16,17,317.356504
-0.16,17,317.389793
-0.09,10,317.410732
-0.18,19,317.447792
-0.07,8,317.463872
-0.21,22,317.516097
-0.14,15,317.54583
-0.06,7,317.559325
-0.15,16,317.591195
-0.13,14,317.619877
-0.17,18,317.657799
-0.15,16,317.691772
-0.54,5,317.701677
-0.05,6,317.713144
-0.08,9,317.733861
-0.24,25,317.782195
-0.17,18,317.817784
-0.18,19,317.85471
-0.18,19,317.891165
-0.11,12,317.915109
-0.51,2,317.918931
-0.24,25,317.969324
-0.12,13,317.994658
-0.22,23,318.040141
-0.06,7,318.054074
-0.18,19,318.091198
-0.12,13,318.117869
-0.12,13,318.146905
-0.15,16,318.17873
-0.23,24,318.226593
-0.04,5,318.236518
-0.12,13,318.262713
-0.06,7,318.276493
-0.08,9,318.293893
-0.12,13,318.319575
-0.18,19,318.358517
-0.13,14,318.386207
-0.2,21,318.427264
-0.19,20,318.466963
-0.25,26,318.51833
-0.16,17,318.558874
-0.15,16,318.593738
-0.07,8,318.610596
-0.11,12,318.636029
-0.13,14,318.666611
-0.15,16,318.700032
-0.23,24,318.752192
-0.06,7,318.767393
-0.11,12,318.793235
-0.09,10,318.815853
-0.12,13,318.843155
-0.08,9,318.861665
-0.16,17,318.897036
-0.11,12,318.920731
-0.15,16,318.953637
-0.29,30,319.017623
-0.12,13,319.04441
-0.09,10,319.065395
-0.5,1,319.06785
-0.16,17,319.101843
-0.06,7,319.115651
-0.18,19,319.153248
-0.08,9,319.171943
-0.03,4,319.181334
-0.11,12,319.206342
-0.3,31,319.269474
-0.14,15,319.298396
-0.08,9,319.316416
-0.1,11,319.337864
-0.52,3,319.343237
-0.13,14,319.374126
-0.1,11,319.396201
-0.21,22,319.4408
-0.11,12,319.464828
-0.08,9,319.482459
-0.16,17,319.516324
-0.55,6,319.527273
-0.1,11,319.549882
-0.05,6,319.561565
-0.14,15,319.590754
-0.09,10,319.610058
-0.06,7,319.624714
-0.14,15,319.654419
-0.16,17,319.68732
-0.15,16,319.717959
-0.08,9,319.736237
-0.5,1,319.738205
-0.12,13,319.764159
-0.14,15,319.791924
-0.13,14,319.81898
-0.14,15,319.848131
-0.18,19,319.884574
-0.05,6,319.896195
-0.16,17,319.930279
-0.18,19,319.966804
-0.36,37,320.038335
-0.05,6,320.050858
-0.57,8,320.570122
-0.18,19,320.606271
-0.21,22,320.650013
-0.12,13,320.67555
-0.1,11,320.698233
-0.09,10,320.716803
-0.06,7,320.730746
-0.03,4,320.738487
-0.26,27,320.792548
-0.13,14,320.820336
-0.54,5,320.830104
-0.11,12,320.853412
-0.22,23,320.898372
-0.12,13,320.924953
-0.12,13,320.953095
-0.07,8,320.97048
-0.12,13,320.996327
-0.15,16,321.029917
-0.09,10,321.054352
-0.16,17,321.089698
-0.19,20,321.132355
-0.06,7,321.146549
-0.19,20,321.186328
-0.11,12,321.210169
-0.56,7,321.225652
-0.09,10,321.246921
-0.13,14,321.282321
-0.17,18,321.323342
-0.14,15,321.356539
-0.09,10,321.37718
-0.28,29,321.439825
-0.16,17,321.47353
-0.15,16,321.50584
-0.09,10,321.525541
-0.04,5,321.535778
-0.51,2,321.54011
-0.14,15,321.569617
-0.04,5,321.579871
-0.13,14,321.60674
-0.56,7,321.620938
-0.14,15,321.651845
-0.11,12,321.67499
-0.2,21,321.717782
-0.11,12,321.742169
-0.18,19,321.780307
-0.11,12,321.80496
-0.56,7,321.819479
-0.14,15,321.851794
-0.11,12,321.875009
-0.09,10,321.89448
-0.09,10,321.916222
-0.3,31,321.980372
-0.11,12,322.004139
-0.17,18,322.070544
-0.22,23,322.11671
-0.18,19,322.154217
-0.12,13,322.180425
-0.22,23,322.224854
-0.14,15,322.254831
-0.54,5,322.265509
-0.18,19,322.309715
-0.18,19,322.350414
-0.16,17,322.385503
-0.16,17,322.41989
-0.18,19,322.456338
-0.51,2,322.460037
-0.13,14,322.48804
-0.05,6,322.499692
-0.25,26,322.551757
-0.11,12,322.574613
-0.16,17,322.607903
-0.11,12,322.633978
-0.12,13,322.660285
-0.06,7,322.674247
-0.09,10,322.694218
-0.11,12,322.718035
-0.19,20,322.757476
-0.16,17,322.790909
-0.18,19,322.828876
-0.08,9,322.846809
-0.51,2,322.851271
-0.14,15,322.880889
-0.18,19,322.918085
-0.17,18,322.953366
-0.08,9,322.972395
-0.03,4,322.980506
-0.13,14,323.0076
-0.08,9,323.025611
-0.14,15,323.05481
-0.11,12,323.07863
-0.12,13,323.106274
-0.12,13,323.133342
-0.14,15,323.163942
-0.1,11,323.186076
-0.2,21,323.227889
-0.14,15,323.257322
-0.1,11,323.280198
-0.12,13,323.310894
-0.07,8,323.327206
-0.13,14,323.359303
-0.15,16,323.398065
-0.08,9,323.419221
-0.16,17,323.453561
-0.16,17,323.492234
-0.11,12,323.518382
-0.15,16,323.549673
-0.56,7,323.563976
-0.15,16,323.595079
-0.13,14,323.626228
-0.15,16,323.662031
-0.09,10,323.683884
-0.17,18,323.719376
-0.08,9,323.737291
-0.16,17,323.775515
-0.15,16,323.807994
-0.1,11,323.831639
-0.16,17,323.864552
-0.11,12,323.887723
-0.13,14,323.915164
-0.05,6,323.926516
-0.04,5,323.937917
-0.5,1,323.93981
-0.17,18,323.975693
-0.17,18,324.016162
-0.06,7,324.030024
-0.17,18,324.068851
-0.09,10,324.088803
-0.15,16,324.119507
-0.11,12,324.142724
-0.18,19,324.178897
-0.12,13,324.203269
-0.12,13,324.227685
-0.24,25,324.276402
-0.51,2,324.281192
-0.11,12,324.305708
-0.15,16,324.336792
-0.13,14,324.364617
-0.5,1,324.366803
-0.14,15,324.401078
-0.16,17,324.437373
-0.06,7,324.453578
-0.21,22,324.50239
-0.12,13,324.531312
-0.55,6,324.543475
-0.13,14,324.573321
-0.1,11,324.59787
-0.14,15,324.627865
-0.05,6,324.640029
-0.23,24,324.689718
-0.09,10,324.711219
-0.17,18,324.749063
-0.5,1,324.751335
-0.2,21,324.792527
-0.5,1,325.331284
-0.17,18,325.370027
-0.1,11,325.392142
-0.12,13,325.420907
-0.11,12,325.44901
-0.23,24,325.500418
-0.55,6,325.513244
-0.24,25,325.562708
-0.09,10,325.582599
-0.2,21,325.622915
-0.19,20,325.664056
-0.13,14,325.692897
-0.21,22,325.735806
-0.09,10,325.757612
-0.13,14,325.787019
-0.22,23,325.833624
-0.13,14,325.861057
-0.26,27,325.917867
-0.19,20,325.960441
-0.17,18,325.997864
-0.51,2,326.001557
-0.19,20,326.04049
-0.11,12,326.0638
-0.16,17,326.096884
-0.09,10,326.116055
-0.16,17,326.149651
-0.08,9,326.167658
-0.07,8,326.183551
-0.15,16,326.214561
-0.08,9,326.231739
-0.16,17,326.264434
-0.16,17,326.297312
-0.14,15,326.325693
-0.5,1,326.327718
-0.09,10,326.348663
-0.25,26,326.399793
-0.51,2,326.40381
-0.14,15,326.432663
-0.13,14,326.459216
-0.19,20,326.5049
-0.08,9,326.5227
-0.06,7,326.538821
-0.22,23,326.58461
-0.1,11,326.605987
-0.11,12,326.628756
-0.05,6,326.640406
-0.51,2,326.644413
-0.16,17,326.677768
-0.15,16,326.709246
-0.1,11,326.730788
-0.09,10,326.750071
-0.11,12,326.773622
-0.08,9,326.791089
-0.1,11,326.812694
-0.1,11,326.869264
-0.23,24,326.920045
-0.07,8,326.936361
-0.11,12,326.959449
-0.15,16,326.99687
-0.23,24,327.048897
-0.09,10,327.068194
-0.12,13,327.093179
-0.08,9,327.112628
-0.2,21,327.155895
-0.18,19,327.193332
-0.21,22,327.236713
-0.14,15,327.265095
-0.1,11,327.286482
-0.5,1,327.288654
-0.18,19,327.324904
-0.11,12,327.348998
-0.12,13,327.37447
-0.17,18,327.409539
-0.1,11,327.430545
-0.11,12,327.453665
-0.53,4,327.461299
-0.12,13,327.487213
-0.22,23,327.536156
-0.17,18,327.575082
-0.19,20,327.617286
-0.07,8,327.632175
-0.12,13,327.657009
-0.15,16,327.690103
-0.09,10,327.710022
-0.17,18,327.745732
-0.14,15,327.775404
-0.52,3,327.781665
-0.24,25,327.829961
-0.06,7,327.842948
-0.14,15,327.872043
-0.5,1,327.874075
-0.2,21,327.913187
-0.07,8,327.928038
-0.53,4,327.935716
-0.08,9,327.952127
-0.09,10,327.971012
-0.14,15,328.001979
-0.2,21,328.042352
-0.12,13,328.067521
-0.06,7,328.081478
-0.52,3,328.087806
-0.16,17,328.121639
-0.1,11,328.142822
-0.1,11,328.165231
-0.13,14,328.192931
-0.17,18,328.227702
-0.1,11,328.250068
-0.54,5,328.26117
-0.12,13,328.286737
-0.11,12,328.310502
-0.18,19,328.3492
-0.14,15,328.381585
-0.18,19,328.423178
-0.13,14,328.4529
-0.52,3,328.45918
-0.07,8,328.476038
-0.11,12,328.499865
-0.16,17,328.534647
-0.1,11,328.557186
-0.18,19,328.595997
-0.15,16,328.63037
-0.08,9,328.64779
-0.22,23,328.692525
-0.11,12,328.716444
-0.23,24,328.762294
-0.06,7,328.775275
-0.55,6,328.786949
-0.13,14,328.813911
-0.04,5,328.823349
-0.11,12,328.847017
-0.2,21,328.888425
-0.16,17,328.923501
-0.17,18,328.957874
-0.15,16,328.98877
-0.1,11,329.011997
-0.12,13,329.037997
-0.22,23,329.083517
-0.11,12,329.106985
-0.15,16,329.140289
-0.2,21,329.184544
-0.06,7,329.199024
-0.13,14,329.22615
-0.13,14,329.254348
-0.09,10,329.272942
-0.1,11,329.2938
-0.22,23,329.337565
-0.13,14,329.3649
-0.09,10,329.384729
-0.16,17,329.417164
-0.12,13,329.442262
-0.19,20,329.982948
-0.09,10,330.003884
-0.17,18,330.039685
-0.13,14,330.091955
-0.09,10,330.113899
-0.21,22,330.159412
-0.19,20,330.199092
-0.11,12,330.221757
-0.07,8,330.237305
-0.13,14,330.264974
-0.14,15,330.29373
-0.04,5,330.30436
-0.18,19,330.340347
-0.14,15,330.368866
-0.16,17,330.402802
-0.13,14,330.431501
-0.07,8,330.447775
-0.55,6,330.459437
-0.22,23,330.509987
-0.1,11,330.531975
-0.54,5,330.541574
-0.06,7,330.554567
-0.51,2,330.55873
-0.15,16,330.590576
-0.18,19,330.628876
-0.08,9,330.65186
-0.09,10,330.674505
-0.15,16,330.710525
-0.12,13,330.738138
-0.15,16,330.769968
-0.57,8,330.785526
-0.09,10,330.804796
-0.3,31,330.865497
-0.16,17,330.8989
-0.2,21,330.940486
-0.27,28,330.992774
-0.08,9,331.010152
-0.13,14,331.03693
-0.13,14,331.063431
-0.16,17,331.0962
-0.12,13,331.120422
-0.14,15,331.149565
-0.19,20,331.189437
-0.14,15,331.219499
-0.19,20,331.259118
-0.08,9,331.276709
-0.13,14,331.304352
-0.52,3,331.309882
-0.15,16,331.342066
-0.19,20,331.382895
-0.09,10,331.403649
-0.15,16,331.435246
-0.07,8,331.451081
-0.06,7,331.464402
-0.16,17,331.496372
-0.12,13,331.521083
-0.15,16,331.551739
-0.09,10,331.571334
-0.07,8,331.587211
-0.15,16,331.616981
-0.13,14,331.643878
-0.18,19,331.68159
-0.2,21,331.723524
-0.14,15,331.753388
-0.1,11,331.776583
-0.18,19,331.813272
-0.08,9,331.830186
-0.2,21,331.871151
-0.09,10,331.889789
-0.21,22,331.933244
-0.31,32,331.99377
-0.55,6,332.005964
-0.14,15,332.035247
-0.09,10,332.056998
-0.04,5,332.066778
-0.15,16,332.096994
-0.18,19,332.214171
-0.14,15,332.268184
-0.13,14,332.299609
-0.14,15,332.332238
-0.53,4,332.339665
-0.07,8,332.35663
-0.1,11,332.381004
-0.1,11,332.402863
-0.15,16,332.435913
-0.11,12,332.459503
-0.16,17,332.493941
-0.12,13,332.519236
-0.12,13,332.544421
-0.01,2,332.548527
-0.57,8,332.564178
-0.25,26,332.614694
-0.22,23,332.66122
-0.07,8,332.676895
-0.09,10,332.697558
-0.53,4,332.705438
-0.18,19,332.745389
-0.1,11,332.767687
-0.16,17,332.804257
-0.08,9,332.823367
-0.17,18,332.857734
-0.21,22,332.901078
-0.1,11,332.923062
-0.07,8,332.938869
-0.07,8,332.954547
-0.11,12,332.977067
-0.09,10,332.996313
-0.11,12,333.018613
-0.2,21,333.060938
-0.06,7,333.074245
-0.19,20,333.11311
-0.13,14,333.142748
-0.09,10,333.16264
-0.12,13,333.187617
-0.17,18,333.222444
-0.53,4,333.230374
-0.28,29,333.286233
-0.13,14,333.313543
-0.1,11,333.334311
-0.54,5,333.343985
-0.57,8,333.360302
-0.06,7,333.373464
-0.1,11,333.394455
-0.11,12,333.417999
-0.53,4,333.425611
-0.12,13,333.451254
-0.06,7,333.464801
-0.15,16,333.495986
-0.16,17,333.527883
-0.13,14,333.554608
-0.28,29,333.609888
-0.11,12,333.634005
-0.56,7,333.647811
-0.15,16,333.678862
-0.13,14,333.705667
-0.24,25,333.753048
-0.24,25,333.802528
-0.11,12,333.826103
-0.17,18,333.867017
-0.2,21,333.906911
-0.19,20,333.944614
-0.07,8,333.960003
-0.06,7,333.973257
-0.18,19,334.009639
-0.16,17,334.040982
-0.14,15,334.069641
-0.12,13,334.094511
-0.09,10,334.113599
-0.21,22,334.67368
-0.52,3,334.680181
-0.09,10,334.699727
-0.53,4,334.70718
-0.5,1,334.709135
-0.09,10,334.728993
-0.12,13,334.754116
-0.08,9,334.771911
-0.5,1,334.773772
-0.1,11,334.794977
-0.54,5,334.804835
-0.05,6,334.81686
-0.08,9,334.837026
-0.15,16,334.870636
-0.09,10,334.891274
-0.12,13,334.921556
-0.53,4,334.930497
-0.13,14,334.958535
-0.19,20,335.000674
-0.51,2,335.004511
-0.12,13,335.031129
-0.5,1,335.033553
-0.15,16,335.065275
-0.52,3,335.071101
-0.12,13,335.094927
-0.12,13,335.119923
-0.07,8,335.135228
-0.52,3,335.140924
-0.12,13,335.165624
-0.17,18,335.207618
-0.28,29,335.262375
-0.55,6,335.273921
-0.03,4,335.281467
-0.05,6,335.293101
-0.15,16,335.323643
-0.13,14,335.349857
-0.17,18,335.384278
-0.52,3,335.389904
-0.08,9,335.406276
-0.06,7,335.419531
-0.13,14,335.445668
-0.07,8,335.460663
-0.26,27,335.510831
-0.03,4,335.518863
-0.12,13,335.542928
-0.06,7,335.556362
-0.12,13,335.581938
-0.28,29,335.637246
-0.11,12,335.660478
-0.06,7,335.673831
-0.13,14,335.701
-0.1,11,335.721912
-0.16,17,335.755739
-0.24,25,335.802689
-0.52,3,335.808166
-0.5,1,335.810322
-0.11,12,335.833441
-0.08,9,335.8511
-0.1,11,335.874403
-0.18,19,335.911186
-0.16,17,335.945614
-0.16,17,335.977779
-0.07,8,335.992532
-0.18,19,336.027998
-0.5,1,336.029984
-0.11,12,336.05235
-0.19,20,336.091224
-0.15,16,336.122562
-0.22,23,336.1665
-0.07,8,336.182142
-0.07,8,336.196985
-0.1,11,336.218348
-0.11,12,336.241066
-0.14,15,336.268936
-0.14,15,336.296842
-0.06,7,336.310215
-0.09,10,336.328882
-0.11,12,336.352616
-0.16,17,336.407221
-0.53,4,336.415023
-0.11,12,336.44122
-0.18,19,336.482188
-0.24,25,336.529906
-0.21,22,336.599214
-0.2,21,336.640134
-0.53,4,336.648256
-0.13,14,336.676484
-0.13,14,336.703449
-0.11,12,336.730874
-0.2,21,336.770757
-0.11,12,336.793236
-0.12,13,336.817316
-0.12,13,336.841398
-0.17,18,336.874684
-0.51,2,336.878642
-0.08,9,336.898113
-0.13,14,336.927871
-0.17,18,336.963049
-0.13,14,336.991472
-0.17,18,337.025796
-0.08,9,337.04298
-0.15,16,337.073704
-0.17,18,337.107347
-0.11,12,337.13193
-0.52,3,337.1384
-0.15,16,337.168111
-0.1,11,337.188602
-0.06,7,337.201794
-0.51,2,337.205528
-0.18,19,337.24068
-0.11,12,337.263543
-0.04,5,337.273882
-0.09,10,337.301721
-0.25,26,337.380224
-0.07,8,337.397952
-0.12,13,337.422452
-0.19,20,337.46061
-0.2,21,337.499457
-0.16,17,337.533241
-0.13,14,337.559322
-0.11,12,337.581593
-0.13,14,337.609395
-0.11,12,337.634151
-0.17,18,337.670118
-0.14,15,337.700726
-0.11,12,337.724133
-0.15,16,337.754843
-0.14,15,337.783272
-0.21,22,337.825722
-0.11,12,337.847951
-0.51,2,337.851778
-0.18,19,337.886888
-0.11,12,337.910058
-0.17,18,337.945349
-0.53,4,337.953973
-0.51,2,337.9579
-0.27,28,338.013281
-0.53,4,338.021775
-0.15,16,338.051598
-0.52,3,338.057041
-0.12,13,338.081991
-0.13,14,338.107486
-0.5,1,338.109535
-0.24,25,338.159124
-0.08,9,338.176314
-0.58,9,338.193558
-0.12,13,338.217699
-0.26,27,338.26741
-0.12,13,338.291206
-0.14,15,338.320195
-0.08,9,338.337573
-0.12,13,338.363376
-0.15,16,338.393195
-0.14,15,338.421446
-0.19,20,338.459169
-0.15,16,338.48904
-0.18,19,338.524363
-0.19,20,338.561636
-0.12,13,338.586899
-0.12,13,338.611089
-0.08,9,338.6275
-0.19,20,338.665849
-0.06,7,338.680189
-0.15,16,338.710992
-0.18,19,339.239644
-0.16,17,339.272309
-0.18,19,339.309629
-0.14,15,339.339403
-0.13,14,339.366874
-0.07,8,339.381424
-0.12,13,339.405752
-0.52,3,339.411571
-0.2,21,339.450214
-0.11,12,339.472935
-0.17,18,339.506189
-0.07,8,339.521331
-0.26,27,339.573013
-0.14,15,339.600994
-0.29,30,339.657679
-0.51,2,339.661456
-0.51,2,339.665566
-0.1,11,339.686342
-0.22,23,339.729616
-0.06,7,339.742833
-0.23,24,339.789733
-0.09,10,339.809045
-0.07,8,339.827198
-0.13,14,339.856515
-0.13,14,339.885847
-0.08,9,339.903924
-0.56,7,339.919005
-0.18,19,339.959122
-0.17,18,339.993116
-0.11,12,340.016729
-0.15,16,340.050623
-0.08,9,340.067479
-0.1,11,340.088393
-0.1,11,340.111839
-0.15,16,340.145573
-0.09,10,340.164654
-0.17,18,340.198628
-0.12,13,340.225246
-0.35,36,340.293292
-0.52,3,340.299041
-0.12,13,340.322889
-0.05,6,340.334024
-0.08,9,340.351344
-0.13,14,340.377586
-0.14,15,340.40606
-0.19,20,340.442879
-0.11,12,340.466144
-0.14,15,340.494289
-0.15,16,340.523847
-0.52,3,340.530031
-0.19,20,340.566804
-0.15,16,340.596394
-0.57,8,340.611812
-0.09,10,340.630777
-0.17,18,340.664483
-0.05,6,340.676359
-0.52,3,340.681851
-0.2,21,340.721223
-0.12,13,340.745672
-0.23,24,340.789556
-0.12,13,340.8135
-0.14,15,340.841522
-0.5,1,340.843356
-0.1,11,340.863523
-0.14,15,340.891559
-0.09,10,340.91086
-0.25,26,340.959058
-0.14,15,340.987733
-0.53,4,340.995254
-0.07,8,341.009961
-0.52,3,341.015644
-0.52,3,341.02174
-0.11,12,341.043617
-0.07,8,341.05845
-0.07,8,341.073385
-0.05,6,341.085678
-0.09,10,341.105669
-0.18,19,341.141687
-0.51,2,341.14611
-0.08,9,341.164558
-0.56,7,341.178114
-0.5,1,341.180174
-0.19,20,341.219993
-0.14,15,341.248444
-0.25,26,341.297661
-0.19,20,341.335413
-0.14,15,341.363528
-0.12,13,341.387441
-0.51,2,341.391456
-0.08,9,341.408493
-0.15,16,341.438771
-0.15,16,341.469069
-0.13,14,341.495227
-0.22,23,341.538359
-0.06,7,341.551672
-0.17,18,341.584842
-0.13,14,341.611389
-0.1,11,341.635801
-0.14,15,341.66934
-0.13,14,341.696198
-0.18,19,341.732012
-0.12,13,341.757144
-0.09,10,341.775958
-0.19,20,341.812979
-0.54,5,341.82257
-0.19,20,341.860569
-0.19,20,341.898216
-0.08,9,341.915264
-0.13,14,341.942312
-0.14,15,341.970723
-0.16,17,342.003147
-0.02,3,342.008929
-0.18,19,342.045548
-0.2,21,342.08435
-0.04,5,342.094208
-0.25,26,342.148027
-0.24,25,342.197714
-0.11,12,342.22256
-0.13,14,342.250914
-0.17,18,342.284204
-0.12,13,342.308385
-0.52,3,342.313868
-0.03,4,342.321815
-0.1,11,342.342358
-0.51,2,342.347039
-0.05,6,342.358263
-0.2,21,342.397977
-0.3,31,342.455899
-0.22,23,342.498912
-0.17,18,342.532564
-0.13,14,342.559138
-0.12,13,342.583617
-0.16,17,342.615428
-0.1,11,342.636182
-0.19,20,342.67425
-0.11,12,342.696699
-0.11,12,342.719895
-0.18,19,342.756315
-0.15,16,342.785651
-0.13,14,342.811627
-0.13,14,342.838197
-0.13,14,342.86425
-0.14,15,342.895869
-0.06,7,342.909737
-0.2,21,342.949746
-0.22,23,342.993423
-0.27,28,343.046248
-0.12,13,343.070807
-0.56,7,343.084306
-0.06,7,343.09784
-0.5,1,343.09968
-0.04,5,343.109005
-0.34,35,343.649224
-0.09,10,343.668846
-0.1,11,343.690033
-0.18,19,343.725103
-0.03,4,343.732244
-0.1,11,343.753122
-0.1,11,343.773811
-0.24,25,343.821356
-0.08,9,343.838927
-0.14,15,343.866263
-0.1,11,343.888557
-0.05,6,343.90049
-0.24,25,343.949906
-0.11,12,343.972342
-0.1,11,343.993338
-0.27,28,344.045386
-0.18,19,344.080602
-0.17,18,344.113699
-0.1,11,344.134611
-0.21,22,344.175398
-0.18,19,344.210367
-0.53,4,344.218744
-0.54,5,344.229564
-0.53,4,344.237405
-0.05,6,344.248493
-0.12,13,344.273671
-0.14,15,344.303673
-0.09,10,344.322173
-0.03,4,344.329861
-0.12,13,344.354692
-0.14,15,344.381639
-0.23,24,344.426982
-0.11,12,344.450099
-0.61,12,344.473104
-0.1,11,344.49368
-0.14,15,344.522298
-0.24,25,344.568709
-0.12,13,344.593329
-0.05,6,344.604232
-0.11,12,344.626269
-0.12,13,344.650136
-0.13,14,344.679845
-0.26,27,344.729862
-0.19,20,344.767153
-0.11,12,344.790028
-0.07,8,344.804632
-0.11,12,344.826629
-0.11,12,344.849285
-0.13,14,344.875524
-0.15,16,344.90708
-0.14,15,344.936605
-0.01,2,344.940776
-0.09,10,344.961007
-0.13,14,344.988645
-0.14,15,345.016897
-0.11,12,345.039869
